,User,Item,Rating
2166,AWN8Q7FYS4G09,B005EQE0YM,5
2175,AFLEIZY9LOV0N,B005EQE0YM,5
2186,A2VRZBFBTQDZOC,B005EQE0YM,5
2189,A3RGLMSG9DQEU8,B005EQE0YM,1
2191,A39BSJF0OP2K68,B005EQE0YM,3
2201,A2PCCN6J5BW2CY,B005EQE0YM,5
2202,A2SIJCJMUO9N8Q,B005EQE0YM,5
2203,A11VQ8NKBRNCAY,B005EQE0YM,5
2208,A924HIXTFZ9NY,B005EQE0YM,5
2210,ABNMLQO8QICXD,B005EQE0YM,5
2223,A34UCALOWJHDU2,B005EQE0YM,2
2229,A20QKTX7FUQT3W,B005EQE0YM,3
2231,A3RTDPTZJ6SAOC,B005EQE0YM,5
2232,A2F0XHAU5C4NEF,B005EQE0YM,2
2237,AWLIA2WF36I5T,B005EQE0YM,5
2250,AKLLR9TIH0QH0,B005EQE0YM,5
2253,A16P57DDQJBAWG,B005EQE0YM,5
2255,A6TKEFFPMBZXE,B005EQE0YM,5
2260,A3R2VWP48AEKIC,B005EQE0YM,5
2261,A3EXIM9H3PLDX9,B005EQE0YM,5
2265,A3RO45IUD915ST,B005EQE0YM,5
2266,A3UA7AX1MI437Q,B005EQE0YM,5
2272,AE4YM2QHPW5MJ,B005EQE0YM,5
2276,ADHQKNPEHLE17,B005EQE0YM,5
2277,A1VVO43ES1Q03F,B005EQE0YM,5
2278,A361T45CN776M5,B005EQE0YM,5
2279,A3QE1OG763F1O2,B005EQE0YM,4
2288,A2B3K4730H6CTB,B005TMG0IU,5
2289,A2PUMYLZYBYDTO,B006JEE05W,5
2293,A32O98PFC3OP7K,B006P5RW3M,5
2295,A2UP7JGUMPRR41,B006P5RW3M,5
2297,AGXIND08WDJEO,B006P5RW3M,5
2299,AFXTKAO0CB354,B006P5RW3M,5
2303,ANW6EGY12V5XS,B006P5RW3M,5
2305,A2XAGOGJ6Y1F0C,B006P5RW3M,1
2317,A29ZFMPTGW8K5M,B006WQR3OM,3
2320,A3QNQQKJTL76H0,B006WQR3OM,3
2323,A3AIPY438KNXUS,B006WQR3OM,4
2325,AFN50FW6QGP5N,B006WQR3OM,4
2326,A186YH43OJ7OCT,B006WQR3OM,5
2327,A38W8AXLQZYDLP,B006WQR3OM,5
2329,A182E36CMQ6JEA,B006WQR3OM,5
2342,A3JSHAHVPYO0PX,B006WQR3OM,2
2344,A2CACYNRZ337HQ,B006WQR3OM,5
2351,A25AYIS8J9K9RG,B006WQR3OM,4
2353,A1Q5MVTOJAZ441,B006WQR3OM,5
2355,AL9DWZ3Y7JD5Q,B006WQR3OM,4
2357,A1DOWKRJHBZSH1,B006WQR3OM,4
2363,A3CZ51PEAPD0KD,B006WQR3OM,5
2365,A2LNQQ1N2DZBUJ,B006WQR3OM,5
2366,A129FGHUVH37KW,B006WQR3OM,2
2369,A1VVO43ES1Q03F,B006WQR3OM,5
2384,AJYMF16UK559T,B007SRM5U6,5
2386,A2V1KTMF908HQ4,B007SRM5U6,5
2391,AQ0M6PTC54TGW,B007SRM5U6,4
2392,A1W9E3I5A8N0J3,B007SRM5U6,5
2398,A3M21T652I9TPH,B007SRM5U6,5
2401,ACD0RUGXM2LTY,B007SRM5U6,4
2404,AC4176LU8R0SA,B007SRM5U6,5
2405,A1Y4I60II3E0KE,B007SRM5U6,5
2406,A5VD93RRPRWLU,B007SRM5U6,5
2409,A2IGDGE2NT15Z4,B007SRM5U6,5
2414,A1L9S066W6IRWR,B007SRM5U6,4
2422,AHLYN7MG8MMNC,B007SRM5U6,5
2423,A1V4JMX16M3JNE,B007SRM5U6,5
2424,A2II4W8K05KQ4G,B007SRM5U6,2
2426,A24EVHB54VTJEX,B007SRM5U6,1
2427,A4G51W9PC7TJL,B007SRM5U6,5
2436,A2JJMCPGEE457T,B007SRM5U6,4
2439,A1D656L4PKRJUR,B007SRM5U6,4
2443,AQSMM1Z9BEOYT,B007SRM5U6,4
2451,A2PCCN6J5BW2CY,B007XVTR3K,3
2453,A361T45CN776M5,B007XVTR3K,5
2454,ASAMQ3P3EFN9,B007XVTR3K,5
2458,A2ZKTPPLN4MTTE,B007XVTR3K,4
2463,A2DFOAR1FC73UM,B007XVTR3K,4
2465,A1LLEPCZ4OFQU0,B007XVTR3K,4
2476,AZEMV7Z9YDR79,B007XVTR3K,4
2479,A17EH5LO9BVC60,B007XVTR3K,5
2483,A1L2QRDUA3W5R4,B007XVTR3K,2
2488,ALC6LWQXBHIPG,B007XVTR3K,4
2497,AR498TEKBWCPB,B007XVTR3K,5
2500,A1R61WGR2Z6S3L,B007XVTR3K,5
2503,ABNMLQO8QICXD,B007XVTR3K,1
2504,A15LJLR72VKL5E,B007XVTR3K,3
2510,A16ZNVA07NX1DG,B007XVTR3K,3
2515,A1L7AD4OA7K4JG,B007XVTR3K,5
2520,A36MMQJFWC4CAD,B007XVTR3K,5
2521,A1AKAWVGPSXQS7,B007XVTR3K,5
2522,A2QAP8DTHCSZM5,B007XVTR3K,5
2523,AADUZL9EYDTVB,B007XVTR3K,5
2526,A1D52ZMI5ADU5K,B007XVTR3K,1
2529,A7R6X45A7KQDT,B007XVTR3K,1
2530,A2VAMS1TTV0BHZ,B007XVTR3K,1
2531,A3GJRVRH6JANYO,B007XVTR3K,2
2534,A15GHWYP5IN662,B007XVTR3K,2
2535,A1AAUFP9MV3AEA,B007XVTR3K,1
2548,A1LGVNSZT48QUQ,B007XVTR3K,3
2550,A3NWLZHSDS98FX,B007XVTR3K,4
2551,AOJW1NEG3A13Y,B007XVTR3K,1
2553,A30KNYK8TKVYME,B007XVTR3K,5
2568,A1KX3K1IUT7900,B007XVTR3K,4
2569,A2P545J7VFIO3I,B007XVTR3K,5
2572,A1TXCD0HSTVFAU,B007XVTR3K,4
2574,A2S461HX8XCVRK,B007XVTR3K,3
2585,A60YHCOTRNDYH,B007XVTR3K,5
2586,A3NW3LJA0VTD0W,B007XVTR3K,5
2590,A2N0IOCQK69NQ,B007XVTR3K,2
2592,A2Q4PXSOWHA0HF,B007XVTR3K,5
2596,A23ULLQK2W38CZ,B007XVTR3K,5
2597,A2SVD4PQT3R7VC,B007XVTR3K,1
2598,APFMSLR6X7XUW,B007XVTR3K,3
2606,A23XVBGSOPAFU0,B007XVTR3K,2
2608,AUB7W10GTWXF2,B007XVTR3K,5
2613,A32W7MGLZNB36K,B007XVTR3K,5
2618,A1FGGWG10EQT1A,B007XVTR3K,3
2625,A36OT34BWUV59E,B007XVTR3K,5
2631,A165GN0GCLZQD0,B007XVTR3K,5
2632,A15IFSOBJXFKBH,B007XVTR3K,3
2638,AQTOOM1ANYVWG,B007XVTR3K,3
2640,AR5W3QXFGSEX,B007XVTR3K,5
2652,ANKT0J4BTN7TK,B007XVTR5S,4
2656,A1GNAY19FMRF9C,B007XVTR5S,5
2661,A2WTHEAFA4O2XF,B007XVTR5S,5
2666,A1JX5W97QLK8ZU,B007XVTR5S,2
2673,A1HFGH5NF7Y2KO,B007XVTR5S,4
2679,A3EP5613QLXMB8,B007XVTR5S,3
2682,A1L4B4J0MS93SR,B007XVTR5S,1
2683,A35VJLAO2YDOID,B007XVTR5S,4
2697,A3G6WO2G49YJI6,B007XVTR5S,2
2704,A6KVBHAAA7U10,B007XVTR5S,4
2711,A1MVXNVH1RVMN7,B007XVTR5S,5
2713,A8EJA4AMJNO6C,B007XVTR5S,2
2717,ADZIGA5QB1SJQ,B007XVTR5S,5
2721,A11NG5FY5G9OAR,B007XVTR5S,1
2722,AI5KY6LGLW3ME,B007XVTR5S,3
2729,AZR177ZT61SMV,B007XVTR5S,5
2731,A22XZBCL5ZANET,B007XVTR5S,5
2732,AAJTSTYREZJR7,B007XVTR5S,5
2734,A19ZM9NAFLVW3B,B007XVTR5S,1
2738,A27VWFACYHH626,B007XVTR5S,5
2742,A2NDN7ED08JTVT,B007XVTR5S,5
2750,ADLDCTYS4ZFA4,B007XVTR5S,1
2754,AX5O7AJMA503I,B007XVTR5S,3
2756,A3PZDYVDIRT8TG,B007XVTR5S,3
2762,AOUJKUIYLY85N,B007XVTR5S,1
2764,A2771A41BGQ6YZ,B007XVTR5S,5
2769,A1KUKFI8NWFT57,B007XVTR5S,5
2771,AYWQGWFZD65B1,B007XVTR5S,4
2773,A2JJMCPGEE457T,B007XVTR5S,4
2777,A17EWM7CT97N8L,B007XVTR5S,1
2782,A2HIL92V4YXD1B,B007XVTR5S,5
2788,AUWEKSKW8FGJB,B007XXEG5C,5
2789,A3GSK4WXF23X2Z,B007XXEG5C,5
2796,A1ZV74CHKL3JFB,B007XYBUBE,4
2814,A2U7HA20AQS8LM,B007XYBUBE,3
2815,AZVUD1MEK6KPB,B007XYBUBE,5
2819,A3L8ANRC1XYH8E,B007XYBUBE,4
2821,A267R436V1UBB1,B007XYBUBE,5
2823,A29I2ROQP4QMMW,B007XYBUBE,5
2829,A1RMVTKK7AZSE4,B007XYBUBE,4
2830,A3BORQ8W6SWVDF,B007XYBUBE,3
2844,APD2EUMNVM4EO,B007XYBUBE,4
2853,A22Z2PGZ3ZUEMP,B0088MVPRY,5
2856,ADX1GGSC2H9HQ,B0088MVPRY,5
2857,AP6GBFH0YNMRN,B0088MVPRY,4
2860,A2OJCTT5WLB2HR,B0088MVPRY,5
2865,A3DIS5O83SQJWW,B0088MVPRY,4
2871,A105S56ODHGJEK,B0088MVPRY,5
2875,A2G7LBCEOMUSOT,B0088MVPRY,5
2878,ANYBAAQHJGLM3,B0088MVPRY,5
2881,A2FRKEXDXDN1KI,B0088MVPRY,5
2883,A1IKO9BK69VPBJ,B0088MVPRY,4
2884,A1GBT4UN2RW7XY,B0088MVPRY,4
2889,A2371LWD76LNBR,B0088MVPRY,5
2901,A1OQJGQNPR56P8,B008D7F0UC,5
2903,AJJU1GT46V2N6,B008D7F0UC,5
2905,AUZDK2QFE1WJH,B008D7F0UC,5
2906,A1I95H0QLWJJY4,B008D7F0UC,4
2913,A17025K9INSF43,B008E6ZXA4,5
2914,A1T2WAUYIROD1X,B008E6ZXA4,5
2915,AFXTKAO0CB354,B008E6ZXA4,2
2917,A2E006SY0CTP5O,B008E6ZXA4,5
2924,A2R91TY6BPPV5E,B008OQTUKS,5
2925,A10SSD5CD4D1PP,B008OQTUKS,5
2928,ATOY5FOS6ZY0V,B008OQTUKS,5
2930,A361ISUEYCGSQ1,B008OQTUKS,2
2938,AHAEH4NRTIQP5,B008OQTUKS,5
2940,A12FZX32LABFYZ,B008OQTUKS,5
2945,A1SRJM78LNUXWW,B0098PLPOI,5
2948,A4YBGSOO40N0G,B0098PLPOI,2
2950,A1TXQ0GE84ZZDQ,B00A2Z50KI,4
2952,A38M8BN5WINWW5,B00A2Z50KI,5
2954,AQUVTQFFXP4AC,B00B29S1JK,5
2958,AF6W72VAF75F4,B00B29S1JK,5
2959,A182E36CMQ6JEA,B00B29S1JK,5
2964,A1Q5MVTOJAZ441,B00B29S1JK,5
2974,APQ617A8NTIO8,B00B67ZTUW,5
2975,A123RHXIWIH4D6,B00B67ZTUW,5
2983,A10W3HX5GMJ444,B00B67ZTUW,5
2984,A30PY7CVBQ3B70,B00B67ZTUW,5
2986,A33VTX7Q0LH8Z5,B00B67ZTUW,3
2987,A3JDQBVW076GJR,B00B67ZTUW,5
2988,A1H1L5GGIPHVOT,B00B67ZTUW,5
2989,A22EKU0SY1QMFW,B00B67ZTUW,5
2992,A2NCZWXT116TKZ,B00B67ZTUW,5
2993,A3SF4HPCLFC2GI,B00B67ZTUW,4
2996,A1VDDT4JSHQJXL,B00B67ZTUW,5
2997,A1S9RPFXZEAVQE,B00B67ZTUW,5
3002,A3NWI18O3M9BXF,B00BAWXD88,4
3004,A1LLBSF024FIVK,B00BAWXD88,5
3007,AXRL8HCUAUAIM,B00BAWXD88,5
3015,AWE3KRBG43OEF,B00BBF2TO8,5
3018,A1STQHPSN9842V,B00BMFIXOW,5
3020,A19WVV9S53138B,B00BMFIXOW,4
3026,A1ALU5YIH57S5B,B00BMFIXOW,4
3028,A22DKQT5IHN5RK,B00BMFIXOW,5
3030,ALYSDURC3QYFC,B00BMFIXOW,5
3037,A4R4YFQ5VIWFW,B00BMFIXOW,4
3052,A23Z9OL12GTGM0,B00BMFIXOW,5
3054,A1MBHOQDVWBTZ7,B00BMFIXOW,5
3055,A6MPLZTC2IPC0,B00BMFIXOW,5
3060,A2MUBE1U9Q6Z5Y,B00BMFIXOW,5
3061,ALSF01BYJMVUF,B00BMFIXOW,5
3068,A2WU2WW034MN0C,B00BMFIXOW,4
3075,A2KAPHYXZQCURI,B00BMFIXOW,5
3077,AAZ6KOI7QQ304,B00BMFIXOW,4
3078,A3FWUJXSIIKHIX,B00BMFIXOW,5
3079,A1AL3R2W7SUME4,B00BMFIXOW,4
3081,A1X4UBUSYF36SO,B00BMFIXOW,4
3082,A22BAUES1TIZS6,B00BMFIXOW,5
3091,A2BBMJF4IIC98D,B00BMFIXOW,5
3095,A2J8HD7HS4M8J4,B00BMFIXOW,4
3102,AE4YM2QHPW5MJ,B00BMFIXOW,5
3105,A39P2ERY88P4M5,B00BMFIXOW,5
3111,A1BIS6FID9J16M,B00CMQTVUA,5
3112,A2YRAHO008GP94,B00CMQTVUA,5
3115,AHWDHH3MPRLFV,B00CMQTVUA,5
3123,A24QMIP28MCNON,B00CMQTVUA,5
3127,A3OI5CNXLWL9IN,B00CMQTVUA,4
3134,A3RSJUKF4QH54A,B00CMQTVUA,5
3137,A2ASGMM5JWKQ1G,B00CMQTVUA,1
3139,AD15IGWYALYXL,B00CMQTVUA,5
3143,A1MDDJOC67GZCH,B00CMQTVUA,5
3146,AIHQ4AXV5CT9N,B00CMQTVUA,4
3148,AQ7IE1HDACY3D,B00CMQTVUA,4
3150,A14OKD0J24VOGI,B00CMQTVUA,3
3153,A37P3IV8758KUL,B00CMQTVUA,5
3170,A1TJPTVZN6BNTK,B00CMQTVUA,4
3177,A3EUF93JE7D0DK,B00CMQTVUA,4
3181,ARKOMA6URSWA3,B00CMQTVUA,4
3188,A197CFV79V331Z,B00CMQTVUA,5
3192,A3FOR61MN0LLWW,B00CMQTVUA,5
3197,ABSYIF0ONC2AF,B00CMQTVUA,4
3201,A1MQFZ8JCE4TQE,B00CMQTVUA,5
3204,A1LEZ2R6RERVAB,B00CMQTVUA,5
3205,A3C3XEZQMNNMPW,B00CMQTVUA,1
3208,A1IEYK9MBBZBDK,B00CMQTVUA,5
3210,ADID6KJPM3KSN,B00CMQTVUA,5
3225,A3IDTO5OB10UDB,B00CMQTVUA,5
3242,A1DLZWD19G9D4H,B00CMQTVUA,2
3250,ATUG7E52EOXF8,B00CMQTVUA,5
3255,APEBDO71D088Z,B00CMQTVUA,5
3256,A2OR7C5CCGKQY1,B00CMQTVUA,5
3259,A2BQYX3VAC63X7,B00CMQTVUA,5
3260,A1M19BGTJ5PI1I,B00CMQTVUA,3
3261,A2A343S6QIJ00J,B00CMQTVUA,5
3268,A3DNOD30WHJ68N,B00D7NQP9M,4
3270,A3KQG182PSXR0E,B00D7NQP9M,5
3278,A6Y5N0WJ28MTE,B00D7NQP9M,4
3281,ANS4D31A1SHTE,B00D7NQP9M,5
3285,A2WO7CURD15SXG,B00D7NQP9M,4
3286,AY4HXCO6Y4GM4,B00D7NQP9M,5
3292,A35ZKRJXQEMY33,B00D7NQP9M,5
3298,A3VKB2Y79XZXVT,B00D7NQP9M,5
3299,AKV87H8H5TYQD,B00D7NQP9M,4
3306,A1YENIIAEB5HK7,B00D7NQP9M,2
3314,A1XWZI706IR3PY,B00F3FVLWI,5
3315,A2OOR605L7T9EB,B00F3FVLWI,4
3316,AD15IGWYALYXL,B00F3FVLWI,3
3323,A25Y5ZHHTYO9N4,B00F3FVLWI,5
3332,A2DXI4CYHMJE7T,B00F3FVLWI,3
3338,A1TZGFNVJEVFPV,B00G0OYHCW,5
3342,AGS4ULE8ZABC3,B00G0OYHCW,5
3349,A3B23E9UAR2SZE,B00G0OYHCW,5
3350,A1GBT4UN2RW7XY,B00G0OYHCW,5
3355,A1H7H3LYBSJ2BX,B00G0OYHCW,5
3361,A3ETZ7QYVUOW1J,B00G0OYHCW,4
3362,AZ0J176534PON,B00G0OYHCW,3
3366,A1PEFBNGZD7AAC,B00G0OYHCW,5
3367,A13B60E09324K7,B00G0OYHCW,5
3368,ASJ4ULPCNGFNV,B00G0OYHCW,5
3371,A11548ZOIDAELN,B00G0OYHCW,1
3373,A2RP7K93PYW9Q7,B00G0OYHCW,5
3380,AHI5NX56UPT14,B00GOOSTFE,4
