,asin,category,reviewerID,overall
173099,B0029LJIFG,Xbox,A3A2IHUIJF4NJP,1.0
173141,B0029LJIFG,Xbox,A2JBWGFRJ05Z8D,5.0
173153,B0029LJIFG,Xbox,A1ZLX6RV6V0KXB,5.0
173164,B0029LJIFG,Xbox,AXM1FCV6918PZ,5.0
173168,B0029LJIFG,Xbox,A1I9Z7BQW5ZD0S,5.0
173171,B0029LJIFG,Xbox,A2TFY3UUUCU11R,5.0
173188,B0029LJIFG,Xbox,A2P4QIW2G6U8YZ,5.0
173213,B0029LJIFG,Xbox,AOJF59EUDPR7A,5.0
173235,B0029LJIFG,Xbox,A39C34NKIELF1S,5.0
173267,B0029LJIFG,Xbox,A1FGY5ZQ9APFZW,5.0
173271,B0029LJIFG,Xbox,A3H71LWD4YBGZ1,5.0
173286,B0029LJIFG,Xbox,A3BHINMBHKWB3M,5.0
173325,B0029LJIFG,Xbox,A3RUQO10JKY9NT,5.0
173362,B0029LJIFG,Xbox,A1THRXZXIM26NH,5.0
173382,B0029LJIFG,Xbox,A1ZHQBJ9GKLQUV,1.0
173383,B0029LJIFG,Xbox,A2RO8KU1XZ3PI8,5.0
173394,B0029LJIFG,Xbox,A1FHIVXO4VT538,4.0
173395,B0029LJIFG,Xbox,A3EXIM9H3PLDX9,5.0
173402,B0029LJIFG,Xbox,ALIDGWFTNIUMV,5.0
173405,B0029LJIFG,Xbox,A1MHB1HRR6VPEH,1.0
173408,B0029LJIFG,Xbox,A36TSJWQQHO48V,5.0
173419,B0029LJIFG,Xbox,A8K91XXAAELFC,5.0
173430,B0029LJIFG,Xbox,AS65L3A9I2ES6,5.0
173443,B0029LJIFG,Xbox,A28PTF4QRC99II,5.0
173464,B0029LJIFG,Xbox,A3K91X9X2ARDOK,5.0
173471,B0029LJIFG,Xbox,A1EFC98ABT0GJS,5.0
173476,B0029LJIFG,Xbox,A6PF05TEWKCL1,4.0
173504,B0029LJIFG,Xbox,A2J51L2Y1SS025,5.0
173520,B0029LJIFG,Xbox,A1K6GX42VCKCWD,5.0
173528,B0029LJIFG,Xbox,A3UKLX2A9T589C,5.0
173535,B0029LJIFG,Xbox,A2YQ8KPSTN8F9L,5.0
173567,B0029LJIFG,Xbox,A4JPX0XGT2XUU,5.0
173579,B0029LJIFG,Xbox,ADHQKNPEHLE17,5.0
173583,B0029LJIFG,Xbox,A2UGK9B2HNMMMV,5.0
173589,B0029LJIFG,Xbox,A3Q01Z3DDAH554,5.0
173593,B0029LJIFG,Xbox,A2BUFY3T6J35SW,5.0
173597,B0029LJIFG,Xbox,A3VU9EC95GZ418,4.0
173606,B0029LJIFG,Xbox,A13V6DN4QIL4EU,3.0
173608,B0029LJIFG,Xbox,A3QOA3TZZP669V,5.0
173611,B0029LJIFG,Xbox,A70HUR9X10R7I,5.0
173615,B0029LJIFG,Xbox,A1AB7J34R0S71V,3.0
175404,B002ASAGTA,PC,A18NPNRL7UB7DD,5.0
178000,B002BRZ9G0,Wii,A1ECGE8AVVRZ67,5.0
178002,B002BRZ9G0,Wii,A1W8YQMXDS4ARK,5.0
178011,B002BRZ9G0,Wii,AAIVJB0UBV4DI,5.0
178021,B002BRZ9G0,Wii,A1XWZI706IR3PY,5.0
178047,B002BRZ9G0,Wii,A1TUI07W2GO1HV,5.0
178057,B002BRZ9G0,Wii,A2ITEFSXGHDI1Q,1.0
178078,B002BRZ9G0,Wii,AL0S5HHCKNVCU,5.0
178092,B002BRZ9G0,Wii,A3191FPO3I7RX7,5.0
178093,B002BRZ9G0,Wii,A2C7KT9005KBOI,5.0
178095,B002BRZ9G0,Wii,A3LLIYOMG63ODQ,5.0
178113,B002BRZ9G0,Wii,A2XU2FK26SPUB3,5.0
178114,B002BRZ9G0,Wii,A3GFK8UITCY61Q,4.0
178117,B002BRZ9G0,Wii,A24CTNAE4ZDH6R,4.0
178121,B002BRZ9G0,Wii,A2OUKHGJ85XN4U,5.0
178123,B002BRZ9G0,Wii,A3QNS2C814E9H9,5.0
178145,B002BRZ9G0,Wii,AJ1XG1BK7JK04,4.0
178153,B002BRZ9G0,Wii,A1V2DX0V8KL9E2,5.0
178168,B002BRZ9G0,Wii,A19CM93QR15BDZ,4.0
178196,B002BRZ9G0,Wii,AZVCNOOQK36DH,5.0
178203,B002BRZ9G0,Wii,AR53JNS62X44W,5.0
178207,B002BRZ9G0,Wii,A1BXE1IHCWC6GV,5.0
178223,B002BRZ9G0,Wii,A2VI24VXIU2NPY,5.0
178243,B002BRZ9G0,Wii,A23UCLV6KCWYM8,5.0
178244,B002BRZ9G0,Wii,A2J64Y5R59ME88,1.0
178250,B002BRZ9G0,Wii,A1ESCF1CWAOUVK,5.0
178261,B002BRZ9G0,Wii,A13O1YCZCYT76I,5.0
178287,B002BRZ9G0,Wii,A3CYSC7Y6M0143,4.0
178295,B002BRZ9G0,Wii,AKBLFE3250DN1,5.0
178309,B002BRZ9G0,Wii,A3GCVZ1CZW36JU,5.0
178311,B002BRZ9G0,Wii,A2BGH1RKD81HKB,5.0
178321,B002BRZ9G0,Wii,A8R4CLFEV2WS7,5.0
178322,B002BRZ9G0,Wii,AMXD8CPSN32GS,5.0
178331,B002BRZ9G0,Wii,A3TOB54PMTDTYM,5.0
178341,B002BRZ9G0,Wii,AKC267NY28IAT,5.0
178344,B002BRZ9G0,Wii,A1OHS6XLYP2YED,5.0
178361,B002BRZ9G0,Wii,AL2O1HC87MV1H,5.0
178371,B002BRZ9G0,Wii,A1MX3ZWOZHQKLF,5.0
178408,B002BRZ9G0,Wii,A1F8IN2X68KRRP,5.0
178430,B002BRZ9G0,Wii,A1I35HL3PYIJ3N,5.0
178441,B002BRZ9G0,Wii,AQ39N9E3I29NB,5.0
178448,B002BRZ9G0,Wii,A1CO2DGEPCEZVZ,5.0
178452,B002BRZ9G0,Wii,A37QXGWV22ETCC,4.0
178463,B002BRZ9G0,Wii,AYF1G7OUOHHSY,5.0
178466,B002BRZ9G0,Wii,A1800JFPSFGBQJ,5.0
178467,B002BRZ9G0,Wii,A35DYBTP4POA5G,5.0
178495,B002BRZ9G0,Wii,A04565241BNKWB0H0ZX1Y,5.0
178540,B002BRZ9G0,Wii,A4YTY77O2DVAA,5.0
178544,B002BRZ9G0,Wii,A188ZCR1M5BOLQ,5.0
178552,B002BRZ9G0,Wii,A1ZZJPMOVHVC84,4.0
178579,B002BRZ9G0,Wii,A3AVNYNNCYGR3J,3.0
178583,B002BRZ9G0,Wii,AVMRZLZ2P776Y,5.0
178627,B002BRZ9G0,Wii,A38QPN8LGVFAN8,4.0
178631,B002BRZ9G0,Wii,AFTJGKMPC7A6G,5.0
178640,B002BRZ9G0,Wii,A3KMHTKIEC9N0A,5.0
178676,B002BRZ9G0,Wii,A2Z5PIEK3QM3EW,5.0
178685,B002BRZ9G0,Wii,A2UNKYXPZRWX5,5.0
178701,B002BRZ9G0,Wii,A1D534E32SUF6O,5.0
178704,B002BRZ9G0,Wii,A2FJ0VC8FU3MPF,5.0
178713,B002BRZ9G0,Wii,A18JPN9WD6V98F,4.0
178734,B002BRZ9G0,Wii,ATEYD5ISYACFO,5.0
178758,B002BRZ9G0,Wii,A1PG5UY0TU1SKO,5.0
178766,B002BRZ9G0,Wii,A3F34JJIP2BSLM,5.0
180637,B002BS47YE,PC,A1GI3LIVJ8C4FD,1.0
180647,B002BS47YE,PC,A1D8HBCA90KV0,5.0
180657,B002BS47YE,PC,A2WPX0EE2DZGYK,3.0
180659,B002BS47YE,PC,A2RTTASV1C159W,5.0
180666,B002BS47YE,PC,A3QD4WOJXX30A8,4.0
180670,B002BS47YE,PC,A2J0M4VK76V4QA,5.0
180671,B002BS47YE,PC,A3B0SZ3FD4LHL5,1.0
180673,B002BS47YE,PC,A2ZJK585QIQBHC,4.0
180674,B002BS47YE,PC,A39T0L7SX0BQ8R,4.0
180677,B002BS47YE,PC,A32JGNK1JNUSST,5.0
180686,B002BS47YE,PC,A1A89LQ8C1AYV1,3.0
180693,B002BS47YE,PC,A26SY07QLE4LQE,5.0
180694,B002BS47YE,PC,AFPD2HBWQTA2C,4.0
180698,B002BS47YE,PC,A1XJYVTUSZHM5J,4.0
180699,B002BS47YE,PC,A135NMO5UONCCE,3.0
180702,B002BS47YE,PC,A1J3BZZ7PVU5SF,5.0
180714,B002BS47YE,PC,A1YQ7AYRHQIWTF,5.0
180717,B002BS47YE,PC,AXTSIREG6PYVF,5.0
180744,B002BS47YE,PC,APJ9VRI4ZHW28,5.0
180747,B002BS47YE,PC,AFY2MWSB3HI1C,2.0
180754,B002BS47YE,PC,A3HILAPGW4A8PB,4.0
180773,B002BS47YE,PC,A3VVOQ5K6C4Y7C,5.0
180784,B002BS47YE,PC,A3IUX3TC0X73TE,4.0
180805,B002BS47YE,PC,A2WB7LZ595CR50,4.0
180812,B002BS47YE,PC,A32EJ4MO4UQ5GY,5.0
180814,B002BS47YE,PC,A3RQZ1J5F5G104,2.0
180837,B002BS47YE,PC,A1KVOQVYLP45KQ,5.0
180844,B002BS47YE,PC,AAN5097C2YVL0,5.0
180853,B002BS47YE,PC,A27WQ0KVF1KXTM,1.0
180857,B002BS47YE,PC,A3H30CW2SUF5NT,2.0
180886,B002BS47YE,PC,AFCQ78N0GKHRZ,5.0
180904,B002BS47YE,PC,A3BV4PHLEC8UOV,5.0
180912,B002BS47YE,PC,A3R1Y85ER0LCRC,3.0
180932,B002BS47YE,PC,A2XJBI1V3K3PTA,4.0
180934,B002BS47YE,PC,A2OVSQQCIK55HF,3.0
180941,B002BS47YE,PC,A1LYN3ZK230TGE,4.0
180942,B002BS47YE,PC,A3BTBIV6N9BZFR,4.0
180947,B002BS47YE,PC,A334T5UDNESVRF,5.0
180956,B002BS47YE,PC,A2KCNRFE5NL5B6,5.0
180979,B002BS47YE,PC,A3MA0A49NGOV74,3.0
180983,B002BS47YE,PC,A18JPN9WD6V98F,5.0
180997,B002BS47YE,PC,A2Q1RZH5JAWO2B,5.0
180999,B002BS47YE,PC,A11F9TJ27PU3LB,1.0
181000,B002BS47YE,PC,AYU1GV7AIQ5YY,4.0
181008,B002BS47YE,PC,AWMPNFA6ZBRCF,5.0
181009,B002BS47YE,PC,A3PGGVAY8PKSAY,3.0
181019,B002BSC54I,Wii,A3ITBOXLLVJ4YG,5.0
181024,B002BSC54I,Wii,AE27TZH8TMJFY,4.0
181025,B002BSC54I,Wii,A2644FJMHC69M,5.0
181038,B002BSC54I,Wii,AM3I2BZZS9WUY,5.0
181040,B002BSC54I,Wii,A3HC4YJ3KTVE8Z,1.0
181041,B002BSC54I,Wii,A3JN2R3DWUF4Q,2.0
181047,B002BSC54I,Wii,AQXUZJ7SMZWY2,4.0
181049,B002BSC54I,Wii,AI0BFS7A8GDXA,4.0
181051,B002BSC54I,Wii,AWAGSXM9CNZCC,4.0
181079,B002BSC54I,Wii,A2KJXEXBBUDHXA,3.0
181096,B002BSC54I,Wii,A3EW2L59UBHQSG,5.0
181097,B002BSC54I,Wii,A294AC9LLO05JG,5.0
181117,B002BSC54I,Wii,A1EG9VGHIL3P5Q,4.0
181118,B002BSC54I,Wii,AIMT3E7BNFZNX,3.0
181119,B002BSC54I,Wii,A2OUKHGJ85XN4U,3.0
181123,B002BSC54I,Wii,A1O2OPGVLFZ83U,5.0
181124,B002BSC54I,Wii,AFPVTHE4XOS3O,1.0
181126,B002BSC54I,Wii,A18NQZS6ETRFKX,5.0
181128,B002BSC54I,Wii,AOZIGABLW2DZ3,5.0
181129,B002BSC54I,Wii,A1EXTRADHYTS8O,5.0
181137,B002BSC54I,Wii,AU3VX544V9CH,5.0
181161,B002BSC54I,Wii,A2NYO86GDLH0M9,5.0
181172,B002BSC54I,Wii,AMBYLGVKF6ZTJ,5.0
181180,B002BSC54I,Wii,A23AU4WB4RXYC8,5.0
181185,B002BSC54I,Wii,AH4RX3MFDBW11,5.0
181186,B002BSC54I,Wii,AQZH7YTWQPOBE,4.0
181194,B002BSC54I,Wii,A2KHCIJVF7ZQTC,4.0
181209,B002BSC54I,Wii,A3JUMMIGJ7B38X,3.0
181210,B002BSC54I,Wii,A1F1Y66CV2UMSC,3.0
181214,B002BSC54I,Wii,A2ES7IT00AP3F1,4.0
181216,B002BSC54I,Wii,A3CBDLX4ZRNNRV,5.0
181217,B002BSC54I,Wii,AZFBJPNG5USEL,3.0
181218,B002BSC54I,Wii,A37SV9EGEGXCR8,5.0
181222,B002BSC54I,Wii,A2Y42VI196NKP3,4.0
181224,B002BSC54I,Wii,A1DDG2R80UWTPI,5.0
181235,B002BSC54I,Wii,A2SR4F8QA1LN5M,4.0
181243,B002BSC54I,Wii,A119Q9NFGVOEJZ,5.0
181252,B002BSC54I,Wii,A227A5EE6ITYNF,5.0
181260,B002BSC54I,Wii,A378B22B4X5W6I,4.0
181265,B002BSC54I,Wii,A25VXIO6KY9PJC,5.0
181266,B002BSC54I,Wii,A1INAOLVQFHF0T,5.0
181279,B002BSC54I,Wii,A36UVCB0F11P5X,4.0
181286,B002BSC54I,Wii,A2YEI4YF1WEEK3,5.0
181289,B002BSC54I,Wii,A14C2BLXPHT77O,5.0
181302,B002BSC54I,Wii,A14QFQFF3ZX575,1.0
181317,B002BSC54I,Wii,A1MN87SEPCXY5H,5.0
181347,B002BSC54I,Wii,A1CF26Y5TPVK5N,5.0
181350,B002BSC54I,Wii,ABLG3BJIYAUMV,5.0
181358,B002BSC54I,Wii,AYF1G7OUOHHSY,1.0
181384,B002BSC54I,Wii,A1YZBOYBFC8XT0,5.0
181394,B002BSC54I,Wii,A1RL028B7L3BC1,4.0
181398,B002BSC54I,Wii,A1OM24JT3DAHH5,5.0
181406,B002BSC54I,Wii,A2LQNY854DQS01,4.0
181420,B002BSC54I,Wii,A2CVPRPZW9SJFI,5.0
181436,B002BSC54I,Wii,A660C2X0UDO6Z,5.0
181441,B002BSC54I,Wii,A26255E0YUCEAC,5.0
181444,B002BSC54I,Wii,A1I4QMTVPASKE1,5.0
181450,B002BSC54I,Wii,A25NSTXNN16KG8,1.0
181471,B002BSC54I,Wii,A1X3FE2BNQPU0A,3.0
181472,B002BSC54I,Wii,AU5LZSBUZ1AI9,5.0
181482,B002BSC54I,Wii,A3NWDVRYFBV72W,5.0
181493,B002BSC54I,Wii,AO9PQQ3KM2Y8T,5.0
181494,B002BSC54I,Wii,AV62333WQDAXR,5.0
181498,B002BSC54I,Wii,A9RHCOA781HWO,4.0
181499,B002BSC54I,Wii,A39Z52KPAO8YR7,5.0
181506,B002BSC54I,Wii,A2V7C6EIJMPU28,5.0
181509,B002BSC54I,Wii,AKHSZLEPUTTY,5.0
181524,B002BSC54I,Wii,A1LWJQS2RLES1A,5.0
181532,B002BSC54I,Wii,A3SV2HI8DB9F61,5.0
181540,B002BSC54I,Wii,A9V8Z0OL8I16P,5.0
181543,B002BSC54I,Wii,AHUZQA0J2JDI9,1.0
181545,B002BSC54I,Wii,A1X48L474B4WAZ,5.0
181547,B002BSC54I,Wii,AM9K263JQJL7L,1.0
181548,B002BSC54I,Wii,A27OW0P38B28OP,5.0
181564,B002BSC54I,Wii,A25061YK6RBPG0,2.0
181585,B002BSC54I,Wii,A3JKM9C3M4NG36,3.0
184674,B002BU0DPE,multi_support,A3YZFAOCLPNQS,4.0
184682,B002BU0DPE,multi_support,AEIITMABXQ10E,5.0
184688,B002BU0DPE,multi_support,AW0ABR0EIBBBF,4.0
184702,B002BU0DPE,multi_support,A2SX8PN6ATNHEO,1.0
184734,B002BU0DPE,multi_support,A2Y3OYH05SBG3C,4.0
184755,B002BU0DPE,multi_support,A2NDINYWQRDC1Q,3.0
184757,B002BU0DPE,multi_support,A27OA5ES0R7FZT,1.0
184758,B002BU0DPE,multi_support,AJRUNK29QC887,3.0
184765,B002BU0DPE,multi_support,A2FNI7EAXTKVCO,4.0
184769,B002BU0DPE,multi_support,AHNDHE0IOLWKR,2.0
184775,B002BU0DPE,multi_support,A33ZWFVAJNXF5M,5.0
184793,B002BU0DPE,multi_support,A24UBC5SFSKLSW,4.0
184795,B002BU0DPE,multi_support,A23WYYRAFC9PW2,4.0
184799,B002BU0DPE,multi_support,A1X7K5917XTAVC,1.0
184827,B002BU0DPE,multi_support,AH93IH9CPEPD2,2.0
184840,B002BU0DPE,multi_support,ATI30VL5PHYUM,5.0
184841,B002BU0DPE,multi_support,A242WGNV6QEOC6,2.0
184843,B002BU0DPE,multi_support,A9KF63RDGA2Y5,3.0
184844,B002BU0DPE,multi_support,A43LVWVUYNPBH,5.0
184852,B002BU0DPE,multi_support,A1LUR7OKRQNUV3,1.0
184854,B002BU0DPE,multi_support,A26XBYBE01LW8T,3.0
184856,B002BU0DPE,multi_support,A3FHAI1S0BTW5K,5.0
184894,B002BU0DPE,multi_support,A1TM102EYLRTTF,3.0
184912,B002BU0DPE,multi_support,A3W4ZFT8ZVPIMA,4.0
184926,B002BU0DPE,multi_support,A2I0G8CWDXQBQJ,3.0
184936,B002BU0DPE,multi_support,A2B8RSOI3X3CSZ,1.0
184960,B002BU0DPE,multi_support,A3APED0AO9RUCU,5.0
184972,B002BU0DPE,multi_support,A2K09V9V41Y04E,5.0
184975,B002BU0DPE,multi_support,AX4OUOYP645H8,5.0
184994,B002BU0DPE,multi_support,AK0UGCUUSB919,5.0
185007,B002BU0DPE,multi_support,A2CUZZ2TBBSJ7H,3.0
185019,B002BU0DPE,multi_support,AR76R5CEEL4VW,4.0
185037,B002BU0DPE,multi_support,A3QDJEPMTPYXV3,2.0
185040,B002BU0DPE,multi_support,A2ZSRQJG6QPG8M,3.0
185062,B002BU0DPE,multi_support,A3UDNMYJUJOAXM,5.0
185064,B002BU0DPE,multi_support,A1CKY01WDLN1DK,4.0
185073,B002BU0DPE,multi_support,A2VZRPRIOAYJEV,5.0
185077,B002BU0DPE,multi_support,ASDBJMLTMIRGE,5.0
185092,B002BU0DPE,multi_support,A1Y922WSL0A768,1.0
185111,B002BU0DPE,multi_support,A1YUAOVNDMOWF2,5.0
185132,B002BU0DPE,multi_support,A2KTHL05K70KJO,5.0
185203,B002BU0DPE,multi_support,AL3X4LA0ITZVU,4.0
185234,B002BU0DPE,multi_support,A2YE8TQQWDJ3TS,5.0
185242,B002BU0DPE,multi_support,A5AE89ELRVJOG,1.0
186680,B002C7RBFQ,PlayStation,A1TYZ7C4IR4GH2,4.0
189680,B002ELCUUG,PlayStation,A1WUGODROXSMHV,5.0
189687,B002ELCUUG,PlayStation,A2MM8KSKNPHY88,4.0
189700,B002ELCUUG,PlayStation,AMSOH6T6E3FSJ,5.0
189701,B002ELCUUG,PlayStation,A1XDV4OABSKTES,5.0
189707,B002ELCUUG,PlayStation,A2UAXOV87YI5K9,5.0
189708,B002ELCUUG,PlayStation,A116LFUTJ4UF4D,5.0
189713,B002ELCUUG,PlayStation,A2TC9M0QL11QJ7,5.0
189722,B002ELCUUG,PlayStation,A2MOABCP9123B4,5.0
189724,B002ELCUUG,PlayStation,A1A2G1Z1FWMVWO,5.0
189737,B002ELCUUG,PlayStation,A1G5FHPI3IBMOU,5.0
189739,B002ELCUUG,PlayStation,A3VZ8FS3QLZJTO,3.0
189743,B002ELCUUG,PlayStation,ADK2W3EYJL12M,5.0
189747,B002ELCUUG,PlayStation,A3ASYTXJ8L0K7G,4.0
189748,B002ELCUUG,PlayStation,A38ZJ2YEQ0AWQJ,5.0
189756,B002ELCUUG,PlayStation,A2RHS27RPFBZAH,5.0
189764,B002ELCUUG,PlayStation,A1WWDCX2K6P9RA,5.0
189773,B002ELCUUG,PlayStation,A30NX6TM9Y8BOZ,5.0
189780,B002ELCUUG,PlayStation,A365Q5VYMO7WPH,4.0
189797,B002ELCUUG,PlayStation,A1CMSZGB8VYAY4,5.0
189799,B002ELCUUG,PlayStation,A15ECVRCPSYQ1M,5.0
189816,B002ELCUUG,PlayStation,A3FDRSRRI2F3XM,5.0
189818,B002ELCUUG,PlayStation,A1KNQ76UJQ57TC,5.0
189828,B002ELCUUG,PlayStation,A26F5B12T242LL,5.0
189846,B002ELCUUG,PlayStation,A21BVAVL2X1WX4,5.0
189849,B002ELCUUG,PlayStation,AAQ0NRWQOD922,5.0
189850,B002ELCUUG,PlayStation,A1MKKGGBW5I9SC,5.0
189853,B002ELCUUG,PlayStation,AFDPRZX9Z48Z6,5.0
189855,B002ELCUUG,PlayStation,A8VS5379ZV9YV,1.0
189871,B002ELCUUG,PlayStation,A1F0A78UDURIR,4.0
189874,B002ELCUUG,PlayStation,A2AEMDWL53LDGB,5.0
189877,B002ELCUUG,PlayStation,A29L8G5P52Y087,5.0
189878,B002ELCUUG,PlayStation,A1E3LRIRK4VS2R,5.0
189880,B002ELCUUG,PlayStation,AYKOEZFVI4TGP,5.0
189883,B002ELCUUG,PlayStation,A33XG7H4GS2JF0,3.0
189889,B002ELCUUG,PlayStation,A1K9STA34MVDYH,5.0
189891,B002ELCUUG,PlayStation,A47E3AYWOAS8S,1.0
189897,B002ELCUUG,PlayStation,A24ECQCIUKA2Y3,5.0
189899,B002ELCUUG,PlayStation,A3GD8XZY4N7ZN9,5.0
194024,B002I092MM,Nintendo,ATZKGCUB0FVX3,2.0
194027,B002I092MM,Nintendo,A3AWKLG8L6U4EB,5.0
194037,B002I092MM,Nintendo,A1BHPNNG1ZAHE0,5.0
194048,B002I092MM,Nintendo,A28RTSJ7FKD99W,5.0
194052,B002I092MM,Nintendo,A16M2UB5K6VBFS,5.0
194056,B002I092MM,Nintendo,A39E99E2MIMLOC,3.0
194066,B002I092MM,Nintendo,A2O6H1OQ7TIRM,4.0
194067,B002I092MM,Nintendo,A17G8RLZHCFIYF,5.0
194069,B002I092MM,Nintendo,A3A0HXE4IULPIM,4.0
194076,B002I092MM,Nintendo,A36HKBZYRBE2H5,5.0
194080,B002I092MM,Nintendo,A3C89WADVMXRNL,5.0
194083,B002I092MM,Nintendo,A1ODTJI740VVPW,5.0
194087,B002I092MM,Nintendo,AK1INV8KG5E8W,5.0
194088,B002I092MM,Nintendo,A101XPS10HGU28,5.0
194102,B002I092MM,Nintendo,A36UKFV79879MD,5.0
194107,B002I092MM,Nintendo,AB1N1IN1JP3E9,4.0
194110,B002I092MM,Nintendo,A1I2SGWF6SHP24,5.0
194117,B002I092MM,Nintendo,AIMT3E7BNFZNX,4.0
194130,B002I092MM,Nintendo,A3OTGYGGGIETJ2,5.0
194134,B002I092MM,Nintendo,A2JX61R7ZLE89B,5.0
194136,B002I092MM,Nintendo,AYJZ1J07WMQ5P,4.0
194142,B002I092MM,Nintendo,A1412D2R82ZFF,4.0
194146,B002I092MM,Nintendo,A2MWJS752GW2ZZ,5.0
194149,B002I092MM,Nintendo,A2UGE6BCN2ZTYP,5.0
194155,B002I092MM,Nintendo,A19CM93QR15BDZ,5.0
194157,B002I092MM,Nintendo,A1B4KM7GVOBRSA,5.0
194165,B002I092MM,Nintendo,A2YHP8PED4F6BF,5.0
194167,B002I092MM,Nintendo,A87JI1JMRS0PG,5.0
194182,B002I092MM,Nintendo,A2W437VMA8PMR,3.0
194187,B002I092MM,Nintendo,A2XIP4MHJ6Q8H4,4.0
194188,B002I092MM,Nintendo,A2KHCIJVF7ZQTC,4.0
194193,B002I092MM,Nintendo,A2Z1A677VGN44U,4.0
194220,B002I092MM,Nintendo,A1DDG2R80UWTPI,4.0
194221,B002I092MM,Nintendo,A3035O4AZ52OSL,5.0
194228,B002I092MM,Nintendo,A8JIA2ILZ0SX1,3.0
194244,B002I092MM,Nintendo,A2L3DA3W53GRY4,4.0
194250,B002I092MM,Nintendo,A32RYUDMGLLBJL,5.0
194251,B002I092MM,Nintendo,ANKHN61VHEPW,5.0
194258,B002I092MM,Nintendo,ARBDZ7S1TSHX5,5.0
194271,B002I092MM,Nintendo,A3RQZ1J5F5G104,3.0
194272,B002I092MM,Nintendo,A2SU6UK6FLY80F,5.0
194279,B002I092MM,Nintendo,A2JSH6MZ9BOVJ2,4.0
194280,B002I092MM,Nintendo,A3DCTZ89UATO25,5.0
194296,B002I092MM,Nintendo,ANA8RE19L201J,5.0
194298,B002I092MM,Nintendo,A1EVV74UQYVKRY,5.0
194302,B002I092MM,Nintendo,A1MN87SEPCXY5H,5.0
194306,B002I092MM,Nintendo,AASU3KMYV0JP7,4.0
194310,B002I092MM,Nintendo,AH8583ASB88JB,5.0
194316,B002I092MM,Nintendo,AZ0J176534PON,5.0
194317,B002I092MM,Nintendo,A2TZF646VY84RC,3.0
194320,B002I092MM,Nintendo,A3G9QYFX6SUH66,5.0
194324,B002I092MM,Nintendo,A3L1OJND0GK9KG,2.0
194328,B002I092MM,Nintendo,A15Z92801JZNAD,4.0
194330,B002I092MM,Nintendo,A10L7QIDE9UF11,5.0
194350,B002I092MM,Nintendo,ADOVK2FPSTR14,4.0
194353,B002I092MM,Nintendo,AZIIM0UOCTSHV,5.0
194358,B002I092MM,Nintendo,A2MPGUF6GALI7K,5.0
194363,B002I092MM,Nintendo,A27DNSEA1L04L2,5.0
194364,B002I092MM,Nintendo,A2WFTTZEHJ0AQA,3.0
194377,B002I092MM,Nintendo,A1P7QUSKQYAJQV,5.0
194378,B002I092MM,Nintendo,A2B3FCRI3MEYJU,5.0
194392,B002I092MM,Nintendo,A2LQNY854DQS01,5.0
194396,B002I092MM,Nintendo,A13YJSEFEZ17PO,4.0
194397,B002I092MM,Nintendo,A28VZETN6LNCUD,4.0
194400,B002I092MM,Nintendo,A1PEFBNGZD7AAC,3.0
194402,B002I092MM,Nintendo,A3V761GBN0OEAN,5.0
194405,B002I092MM,Nintendo,A1COHD6P8ASVJI,5.0
194407,B002I092MM,Nintendo,A23MW5CPLTHSOV,5.0
194414,B002I092MM,Nintendo,A3JBVKDALICNNN,4.0
194430,B002I092MM,Nintendo,A2H9VNM5VBR5LF,5.0
194434,B002I092MM,Nintendo,AISHP0JWSQJ95,5.0
194438,B002I092MM,Nintendo,A2CIU6DW78E8XQ,5.0
194439,B002I092MM,Nintendo,A25NSTXNN16KG8,1.0
194441,B002I092MM,Nintendo,A1NENRMQWLRGQN,5.0
194443,B002I092MM,Nintendo,AC9RN6DJ953QY,5.0
194447,B002I092MM,Nintendo,A2QY4B60WUYHT2,5.0
194451,B002I092MM,Nintendo,A3R33KMESG0XGQ,4.0
194455,B002I092MM,Nintendo,A2U27GN88OLC4Q,5.0
194461,B002I092MM,Nintendo,A228I577GMZATH,5.0
194469,B002I092MM,Nintendo,AYKOEZFVI4TGP,5.0
194471,B002I092MM,Nintendo,AMXJDVI60YD39,5.0
194473,B002I092MM,Nintendo,A3CTMXWRKRJRMW,5.0
194474,B002I092MM,Nintendo,AHJK8Y7IG1RSE,3.0
194477,B002I092MM,Nintendo,A14FE14GPX0ZKA,5.0
194481,B002I092MM,Nintendo,A9RHCOA781HWO,4.0
194485,B002I092MM,Nintendo,A11548ZOIDAELN,5.0
194490,B002I092MM,Nintendo,A1MHB1HRR6VPEH,1.0
194495,B002I092MM,Nintendo,A3306R2G4LHEJV,4.0
194497,B002I092MM,Nintendo,A2OWRTAQK6500U,5.0
194499,B002I092MM,Nintendo,AIB1TXN9L5JA2,5.0
194507,B002I092MM,Nintendo,A38IEZF0P3ZUQJ,5.0
194509,B002I092MM,Nintendo,A2JNERDP9W01ZQ,5.0
194513,B002I092MM,Nintendo,A27OW0P38B28OP,5.0
194515,B002I092MM,Nintendo,ADPWDOHEQPNEA,5.0
194518,B002I092MM,Nintendo,A1LR0FDT1LG5WD,4.0
194529,B002I092MM,Nintendo,AM8E8MYNQHZR8,5.0
194533,B002I092MM,Nintendo,A3NV2WCJ0CY46S,5.0
194536,B002I092MM,Nintendo,AQMULOOQGRAGH,5.0
194537,B002I092MM,Nintendo,A28LCLSHNWHAYQ,5.0
194545,B002I092MM,Nintendo,A2KSCRBBJXWL3M,5.0
