User,Item,Rating
AWAGSXM9CNZCC,B002BSC54I,4
A2KJXEXBBUDHXA,B002BSC54I,3
A3EW2L59UBHQSG,B002BSC54I,5
A294AC9LLO05JG,B002BSC54I,5
A1EG9VGHIL3P5Q,B002BSC54I,4
AIMT3E7BNFZNX,B002BSC54I,3
A2OUKHGJ85XN4U,B002BSC54I,3
A1O2OPGVLFZ83U,B002BSC54I,5
AFPVTHE4XOS3O,B002BSC54I,1
A18NQZS6ETRFKX,B002BSC54I,5
AOZIGABLW2DZ3,B002BSC54I,5
A1EXTRADHYTS8O,B002BSC54I,5
AU3VX544V9CH,B002BSC54I,5
A2NYO86GDLH0M9,B002BSC54I,5
AMBYLGVKF6ZTJ,B002BSC54I,5
A23AU4WB4RXYC8,B002BSC54I,5
AH4RX3MFDBW11,B002BSC54I,5
AQZH7YTWQPOBE,B002BSC54I,4
A2KHCIJVF7ZQTC,B002BSC54I,4
A3JUMMIGJ7B38X,B002BSC54I,3
A1F1Y66CV2UMSC,B002BSC54I,3
A2ES7IT00AP3F1,B002BSC54I,4
A3CBDLX4ZRNNRV,B002BSC54I,5
AZFBJPNG5USEL,B002BSC54I,3
A37SV9EGEGXCR8,B002BSC54I,5
A2Y42VI196NKP3,B002BSC54I,4
A1DDG2R80UWTPI,B002BSC54I,5
A2SR4F8QA1LN5M,B002BSC54I,4
A119Q9NFGVOEJZ,B002BSC54I,5
A227A5EE6ITYNF,B002BSC54I,5
A378B22B4X5W6I,B002BSC54I,4
A25VXIO6KY9PJC,B002BSC54I,5
A1INAOLVQFHF0T,B002BSC54I,5
A36UVCB0F11P5X,B002BSC54I,4
A2YEI4YF1WEEK3,B002BSC54I,5
A14C2BLXPHT77O,B002BSC54I,5
A14QFQFF3ZX575,B002BSC54I,1
A1MN87SEPCXY5H,B002BSC54I,5
A1CF26Y5TPVK5N,B002BSC54I,5
ABLG3BJIYAUMV,B002BSC54I,5
AYF1G7OUOHHSY,B002BSC54I,1
A1YZBOYBFC8XT0,B002BSC54I,5
A1RL028B7L3BC1,B002BSC54I,4
A1OM24JT3DAHH5,B002BSC54I,5
A2LQNY854DQS01,B002BSC54I,4
A2CVPRPZW9SJFI,B002BSC54I,5
A660C2X0UDO6Z,B002BSC54I,5
A26255E0YUCEAC,B002BSC54I,5
A1I4QMTVPASKE1,B002BSC54I,5
A25NSTXNN16KG8,B002BSC54I,1
A1X3FE2BNQPU0A,B002BSC54I,3
AU5LZSBUZ1AI9,B002BSC54I,5
A3NWDVRYFBV72W,B002BSC54I,5
AO9PQQ3KM2Y8T,B002BSC54I,5
AV62333WQDAXR,B002BSC54I,5
A9RHCOA781HWO,B002BSC54I,4
A39Z52KPAO8YR7,B002BSC54I,5
A2V7C6EIJMPU28,B002BSC54I,5
AKHSZLEPUTTY,B002BSC54I,5
A1LWJQS2RLES1A,B002BSC54I,5
A3SV2HI8DB9F61,B002BSC54I,5
A9V8Z0OL8I16P,B002BSC54I,5
AHUZQA0J2JDI9,B002BSC54I,1
A1X48L474B4WAZ,B002BSC54I,5
AM9K263JQJL7L,B002BSC54I,1
A27OW0P38B28OP,B002BSC54I,5
A25061YK6RBPG0,B002BSC54I,2
A3JKM9C3M4NG36,B002BSC54I,3
A3YZFAOCLPNQS,B002BU0DPE,4
AEIITMABXQ10E,B002BU0DPE,5
AW0ABR0EIBBBF,B002BU0DPE,4
A2SX8PN6ATNHEO,B002BU0DPE,1
A2Y3OYH05SBG3C,B002BU0DPE,4
A2NDINYWQRDC1Q,B002BU0DPE,3
A27OA5ES0R7FZT,B002BU0DPE,1
AJRUNK29QC887,B002BU0DPE,3
A2FNI7EAXTKVCO,B002BU0DPE,4
AHNDHE0IOLWKR,B002BU0DPE,2
A33ZWFVAJNXF5M,B002BU0DPE,5
A24UBC5SFSKLSW,B002BU0DPE,4
A23WYYRAFC9PW2,B002BU0DPE,4
A1X7K5917XTAVC,B002BU0DPE,1
AH93IH9CPEPD2,B002BU0DPE,2
ATI30VL5PHYUM,B002BU0DPE,5
A242WGNV6QEOC6,B002BU0DPE,2
A9KF63RDGA2Y5,B002BU0DPE,3
A43LVWVUYNPBH,B002BU0DPE,5
A1LUR7OKRQNUV3,B002BU0DPE,1
A26XBYBE01LW8T,B002BU0DPE,3
A3FHAI1S0BTW5K,B002BU0DPE,5
A1TM102EYLRTTF,B002BU0DPE,3
A3W4ZFT8ZVPIMA,B002BU0DPE,4
A2I0G8CWDXQBQJ,B002BU0DPE,3
A2B8RSOI3X3CSZ,B002BU0DPE,1
A3APED0AO9RUCU,B002BU0DPE,5
A2K09V9V41Y04E,B002BU0DPE,5
AX4OUOYP645H8,B002BU0DPE,5
AK0UGCUUSB919,B002BU0DPE,5
A2CUZZ2TBBSJ7H,B002BU0DPE,3
AR76R5CEEL4VW,B002BU0DPE,4
A3QDJEPMTPYXV3,B002BU0DPE,2
A2ZSRQJG6QPG8M,B002BU0DPE,3
A3UDNMYJUJOAXM,B002BU0DPE,5
A1CKY01WDLN1DK,B002BU0DPE,4
A2VZRPRIOAYJEV,B002BU0DPE,5
ASDBJMLTMIRGE,B002BU0DPE,5
A1Y922WSL0A768,B002BU0DPE,1
A1YUAOVNDMOWF2,B002BU0DPE,5
A2KTHL05K70KJO,B002BU0DPE,5
AL3X4LA0ITZVU,B002BU0DPE,4
A2YE8TQQWDJ3TS,B002BU0DPE,5
A5AE89ELRVJOG,B002BU0DPE,1
A1TYZ7C4IR4GH2,B002C7RBFQ,4
A1WUGODROXSMHV,B002ELCUUG,5
A2MM8KSKNPHY88,B002ELCUUG,4
AMSOH6T6E3FSJ,B002ELCUUG,5
A1XDV4OABSKTES,B002ELCUUG,5
A2UAXOV87YI5K9,B002ELCUUG,5
A116LFUTJ4UF4D,B002ELCUUG,5
A2TC9M0QL11QJ7,B002ELCUUG,5
A2MOABCP9123B4,B002ELCUUG,5
A1A2G1Z1FWMVWO,B002ELCUUG,5
A1G5FHPI3IBMOU,B002ELCUUG,5
A3VZ8FS3QLZJTO,B002ELCUUG,3
ADK2W3EYJL12M,B002ELCUUG,5
A3ASYTXJ8L0K7G,B002ELCUUG,4
A38ZJ2YEQ0AWQJ,B002ELCUUG,5
A2RHS27RPFBZAH,B002ELCUUG,5
A1WWDCX2K6P9RA,B002ELCUUG,5
A30NX6TM9Y8BOZ,B002ELCUUG,5
A365Q5VYMO7WPH,B002ELCUUG,4
A1CMSZGB8VYAY4,B002ELCUUG,5
A15ECVRCPSYQ1M,B002ELCUUG,5
A3FDRSRRI2F3XM,B002ELCUUG,5
A1KNQ76UJQ57TC,B002ELCUUG,5
A26F5B12T242LL,B002ELCUUG,5
A21BVAVL2X1WX4,B002ELCUUG,5
AAQ0NRWQOD922,B002ELCUUG,5
A1MKKGGBW5I9SC,B002ELCUUG,5
AFDPRZX9Z48Z6,B002ELCUUG,5
A8VS5379ZV9YV,B002ELCUUG,1
A1F0A78UDURIR,B002ELCUUG,4
A2AEMDWL53LDGB,B002ELCUUG,5
A29L8G5P52Y087,B002ELCUUG,5
A1E3LRIRK4VS2R,B002ELCUUG,5
AYKOEZFVI4TGP,B002ELCUUG,5
A33XG7H4GS2JF0,B002ELCUUG,3
A1K9STA34MVDYH,B002ELCUUG,5
A47E3AYWOAS8S,B002ELCUUG,1
A24ECQCIUKA2Y3,B002ELCUUG,5
A3GD8XZY4N7ZN9,B002ELCUUG,5
ATZKGCUB0FVX3,B002I092MM,2
A3AWKLG8L6U4EB,B002I092MM,5
A1BHPNNG1ZAHE0,B002I092MM,5
A28RTSJ7FKD99W,B002I092MM,5
A16M2UB5K6VBFS,B002I092MM,5
A39E99E2MIMLOC,B002I092MM,3
A2O6H1OQ7TIRM,B002I092MM,4
A17G8RLZHCFIYF,B002I092MM,5
A3A0HXE4IULPIM,B002I092MM,4
A36HKBZYRBE2H5,B002I092MM,5
A3C89WADVMXRNL,B002I092MM,5
A1ODTJI740VVPW,B002I092MM,5
AK1INV8KG5E8W,B002I092MM,5
A101XPS10HGU28,B002I092MM,5
A36UKFV79879MD,B002I092MM,5
AB1N1IN1JP3E9,B002I092MM,4
A1I2SGWF6SHP24,B002I092MM,5
AIMT3E7BNFZNX,B002I092MM,4
A3OTGYGGGIETJ2,B002I092MM,5
A2JX61R7ZLE89B,B002I092MM,5
AYJZ1J07WMQ5P,B002I092MM,4
A1412D2R82ZFF,B002I092MM,4
A2MWJS752GW2ZZ,B002I092MM,5
A2UGE6BCN2ZTYP,B002I092MM,5
A19CM93QR15BDZ,B002I092MM,5
A1B4KM7GVOBRSA,B002I092MM,5
A2YHP8PED4F6BF,B002I092MM,5
A87JI1JMRS0PG,B002I092MM,5
A2W437VMA8PMR,B002I092MM,3
A2XIP4MHJ6Q8H4,B002I092MM,4
A2KHCIJVF7ZQTC,B002I092MM,4
A2Z1A677VGN44U,B002I092MM,4
A1DDG2R80UWTPI,B002I092MM,4
A3035O4AZ52OSL,B002I092MM,5
A8JIA2ILZ0SX1,B002I092MM,3
A2L3DA3W53GRY4,B002I092MM,4
A32RYUDMGLLBJL,B002I092MM,5
ANKHN61VHEPW,B002I092MM,5
ARBDZ7S1TSHX5,B002I092MM,5
A3RQZ1J5F5G104,B002I092MM,3
A2SU6UK6FLY80F,B002I092MM,5
A2JSH6MZ9BOVJ2,B002I092MM,4
A3DCTZ89UATO25,B002I092MM,5
ANA8RE19L201J,B002I092MM,5
A1EVV74UQYVKRY,B002I092MM,5
A1MN87SEPCXY5H,B002I092MM,5
AASU3KMYV0JP7,B002I092MM,4
AH8583ASB88JB,B002I092MM,5
AZ0J176534PON,B002I092MM,5
A2TZF646VY84RC,B002I092MM,3
A3G9QYFX6SUH66,B002I092MM,5
A3L1OJND0GK9KG,B002I092MM,2
A15Z92801JZNAD,B002I092MM,4
A10L7QIDE9UF11,B002I092MM,5
ADOVK2FPSTR14,B002I092MM,4
AZIIM0UOCTSHV,B002I092MM,5
A2MPGUF6GALI7K,B002I092MM,5
A27DNSEA1L04L2,B002I092MM,5
A2WFTTZEHJ0AQA,B002I092MM,3
A1P7QUSKQYAJQV,B002I092MM,5
A2B3FCRI3MEYJU,B002I092MM,5
A2LQNY854DQS01,B002I092MM,5
A13YJSEFEZ17PO,B002I092MM,4
A28VZETN6LNCUD,B002I092MM,4
A1PEFBNGZD7AAC,B002I092MM,3
A3V761GBN0OEAN,B002I092MM,5
A1COHD6P8ASVJI,B002I092MM,5
A23MW5CPLTHSOV,B002I092MM,5
A3JBVKDALICNNN,B002I092MM,4
A2H9VNM5VBR5LF,B002I092MM,5
AISHP0JWSQJ95,B002I092MM,5
A2CIU6DW78E8XQ,B002I092MM,5
A25NSTXNN16KG8,B002I092MM,1
A1NENRMQWLRGQN,B002I092MM,5
AC9RN6DJ953QY,B002I092MM,5
A2QY4B60WUYHT2,B002I092MM,5
A3R33KMESG0XGQ,B002I092MM,4
A2U27GN88OLC4Q,B002I092MM,5
A228I577GMZATH,B002I092MM,5
AYKOEZFVI4TGP,B002I092MM,5
AMXJDVI60YD39,B002I092MM,5
A3CTMXWRKRJRMW,B002I092MM,5
AHJK8Y7IG1RSE,B002I092MM,3
A14FE14GPX0ZKA,B002I092MM,5
A9RHCOA781HWO,B002I092MM,4
A11548ZOIDAELN,B002I092MM,5
A1MHB1HRR6VPEH,B002I092MM,1
A3306R2G4LHEJV,B002I092MM,4
A2OWRTAQK6500U,B002I092MM,5
AIB1TXN9L5JA2,B002I092MM,5
A38IEZF0P3ZUQJ,B002I092MM,5
A2JNERDP9W01ZQ,B002I092MM,5
A27OW0P38B28OP,B002I092MM,5
ADPWDOHEQPNEA,B002I092MM,5
A1LR0FDT1LG5WD,B002I092MM,4
AM8E8MYNQHZR8,B002I092MM,5
A3NV2WCJ0CY46S,B002I092MM,5
AQMULOOQGRAGH,B002I092MM,5
A28LCLSHNWHAYQ,B002I092MM,5
A2KSCRBBJXWL3M,B002I092MM,5
A2ZO6YJ9TQL6M0,B002I08U20,4
A9WQ8G0SQAN9C,B002I08U20,4
AYB1N6LV65OQB,B002I08U20,5
ABEIDMD46BD7S,B002I08U20,2
A3VDR06VNCZQ6J,B002I0H1DY,4
AKECTU8MDKBXN,B002I0H1DY,4
A3F4HBSBMXGC0S,B002I0H1DY,5
A6CSSYERA32AL,B002I0H1DY,5
A20QMISU4S0XRC,B002I0H1DY,5
A22DKQT5IHN5RK,B002I0H1DY,5
A2IOIRK1CSRTDC,B002I0H1DY,5
A1C35JXH7C4ADU,B002I0H1DY,4
A3U32ON23RQ7UX,B002I0H1DY,1
A3N63JWR6JI3V,B002I0H1DY,5
A35XSGKV80CQ4N,B002I0H1DY,5
A2I50RON10LEOW,B002I0H1DY,3
AN8B218WPIWYH,B002I0H1DY,5
A1MN87SEPCXY5H,B002I0H1DY,5
A3LGWQVSYP4UVK,B002I0H1DY,3
AWL59T38YHVWX,B002I0H1DY,5
A243GSGE76TSZH,B002I0H1DY,5
A3MCCOBVXTM5D6,B002I0H1DY,4
ATNKLMBU6BGT3,B002I0H1DY,5
A49HB5J3L04SR,B002I0H1DY,5
A10YQZ4Q4KPV9B,B002I0H1DY,5
A1COHD6P8ASVJI,B002I0H1DY,5
AES15CRBKDDAB,B002I0H1DY,1
A2MCTBSIBDYELL,B002I0H1DY,5
AKLLE6W7SKTKX,B002I0H1DY,5
ANE93KIVSC21S,B002I0H1DY,3
A2KO0YYRZPFNNT,B002I0H1DY,4
A30UHM6OOPVHNA,B002I0JAJ2,5
A26VDJQOMEZ3GN,B002I0JAJ2,5
A2EPYAWX8OG473,B002I0JAJ2,3
A2WPX0EE2DZGYK,B002I0JAJ2,1
A3E028GP8DHQK2,B002I0JAJ2,4
ABNSZMW305TON,B002I0JAJ2,5
A1OFSEYBZZGLIF,B002I0JAJ2,3
ADHKG0TCPNG43,B002I0JAJ2,5
A2UQ7SMLV3NXKS,B002I0JAJ2,3
A3W4FQNVNO06M0,B002I0JAJ2,2
AFIYNGQDGK4TD,B002I0JAJ2,1
A13VY0ZQM7QBAJ,B002I0JAJ2,1
AEZJTA4KDIWY8,B002I0JAJ2,3
A3PZ4AXTY9J1DZ,B002I0JAJ2,3
A15UBF8KCPDDNW,B002I0JAJ2,3
AYYZH8KL2Y6D3,B002I0JAJ2,5
A3JC30J3G0MY9,B002I0JAJ2,1
AHO36V79YNS88,B002I0JAJ2,3
A1BONAS0DQEZMY,B002I0JAJ2,4
AX5CJ7EK7AH22,B002I0JAJ2,5
A29198Z6AT7IAG,B002I0JAJ2,4
A5DZ0E670H0HU,B002I0JAJ2,5
A2PLIC1OHB1TEH,B002I0JAJ2,4
A5Y7WUBMHBT8I,B002I0JAJ2,5
ANRNP9KHVZMTM,B002I0JAJ2,4
A1L0DEUP7Q3LCB,B002I0JAJ2,3
A1Z1NQJUJQ5CRO,B002I0JAJ2,4
A1D696068E7EOU,B002I0JAJ2,1
AJNNNF726KSEA,B002I0JAJ2,3
A3CZ51PEAPD0KD,B002I0JAJ2,4
A16PSZPYG31SWX,B002I0JAJ2,1
A343L5PLZOKVO6,B002I0JAJ2,5
A3PM5VDMCEEWTY,B002I0JAJ2,4
A1HZN717QPIXJH,B002I0JAJ2,5
A2S42FIPJPLJU0,B002I0JAJ2,2
A2Q1RZH5JAWO2B,B002I0JAJ2,5
AFT4I4KKUPEQP,B002I0J82G,5
A26JPPFJ1WLTGY,B002I0J82G,5
A1N386E6Z214D8,B002I0J82G,5
ADVHRYCNV0O5F,B002I0J82G,5
A3QMVI3IQDSD5G,B002I0J82G,5
AKKX99YYBL1UY,B002I0J82G,4
A2OVOYG7YFERWQ,B002I0J82G,4
A37ZQXAKLYAAAQ,B002I0J82G,5
A2GD6F0JBEG5KH,B002I0J82G,3
A1QRSBXRDSASHO,B002I0J82G,5
A1CUZCWANFNWVB,B002I0J82G,2
A3F4HBSBMXGC0S,B002I0J82G,5
A3E9Y6IBUXV41U,B002I0J82G,1
A39O3OJ2EC19JT,B002I0J82G,1
A1H6SBO7R007I8,B002I0J82G,1
A104WER6UUDA2M,B002I0J82G,5
A3XD3EF43QAIL,B002I0J82G,3
A3T4H4FH6L1PZX,B002I0J82G,3
A2SX8PN6ATNHEO,B002I0J82G,5
A3IE1M3QVUKIJN,B002I0J82G,2
A3MR3D8AW6GDIN,B002I0J82G,5
A9ECW8HD5FXGD,B002I0J82G,4
A1HFGH5NF7Y2KO,B002I0J82G,4
A1Z1DI1O6FWC57,B002I0J82G,5
ADI20I187VRE7,B002I0J82G,4
A1K7NGZ339V939,B002I0J82G,5
A2BRXIK11K4DAW,B002I0J82G,5
ANE5J0N68VX67,B002I0J82G,4
A24NHM36GTLOTQ,B002I0J82G,5
A27LD3OXBRUK6H,B002I0J82G,3
AXJ7ODEFGCUTA,B002I0J82G,4
A1AHDO431YOY3A,B002I0J82G,2
A3AF8GQGBCEO73,B002I0J82G,3
A2BR4UZW142W9W,B002I0J82G,5
AJDNENP5PN07J,B002I0J82G,2
A3HLAESZGUFBAV,B002I0J82G,5
A39BZ118DWSSC6,B002I0J82G,4
A2N8B72VXI8CW2,B002I0J82G,5
ARXZKH8HDED5S,B002I0J82G,5
A3V9HR2P3PZ0JE,B002I0J82G,5
A35P22JPPV78UJ,B002I0J82G,5
AEBNA8I3B1VR3,B002I0J82G,5
A2TO3RKAJZP9J2,B002I0J82G,5
A3W30IYME67OZ1,B002I0J82G,4
A1P20EQJ46261K,B002I0J82G,5
A1VM9FJWECY5MP,B002I0J82G,5
A3PLUATOOMTUCM,B002I0J82G,5
A66131KTHRPRR,B002I0J82G,4
A2HV7RYD2T30DD,B002I0J82G,1
AGG3AOLCBVBUS,B002I0J82G,5
A2XUC4V5AFX75S,B002I0J82G,4
A1CR8JGG5P5OB6,B002I0J82G,5
A3IUX3TC0X73TE,B002I0J82G,3
A2BFIYZYNK54QX,B002I0J82G,4
A2IDOKLAT1MP8X,B002I0J82G,3
AY55J49QMLEYA,B002I0J82G,4
A6KVBHAAA7U10,B002I0J82G,4
AW4SW0UXMRHAE,B002I0J82G,4
A2FYX0BC3D214U,B002I0J82G,5
A365Q5VYMO7WPH,B002I0J82G,2
A23SESNRJ2M2NJ,B002I0J82G,4
A1KTL3RGG0Z1DZ,B002I0J82G,5
A1EVL7H98J19LD,B002I0J82G,2
A29GUIQU2C2QWZ,B002I0J82G,1
A8EJA4AMJNO6C,B002I0J82G,2
ASOADU8C6KBFF,B002I0J82G,3
A17NZW4B409M2U,B002I0J82G,2
A3JFMWPNTLJJJD,B002I0J82G,1
AOA98DNOIPBZG,B002I0J82G,2
A3DWBCTJS96F0D,B002I0J82G,4
A22RXF3OX0GX0R,B002I0J82G,3
A2M5LB2BOQB1VL,B002I0J82G,2
A2495GSPMJV5DI,B002I0J82G,4
A38TJNOJEKZOEG,B002I0J82G,5
A1UV6NY7050MW3,B002I0J82G,3
A26PKRMRF54AJ0,B002I0J82G,5
A9J4AP36FBZ9V,B002I0J82G,5
A2Y5XNJIP2085B,B002I0J82G,5
A12NL8N194S6YO,B002I0J82G,3
A1NAIEOE8B59TG,B002I0J82G,5
A15KN6KHTXPEOB,B002I0J82G,1
AHJBQXPBCOU41,B002I0J82G,4
A2CUZZ2TBBSJ7H,B002I0J82G,5
A2HPO3OMTD6N00,B002I0J82G,5
A1FMKCHRNBM0E4,B002I0J82G,5
A91570B9XDDI0,B002I0J82G,1
A3ETDO8R97KK39,B002I0J82G,2
A13WON9OH81ZCM,B002I0J82G,4
A2NDN7ED08JTVT,B002I0J82G,5
ADFLBRY00Y70G,B002I0J82G,3
A1RL028B7L3BC1,B002I0J82G,5
A1LKZ2UBHSKRT,B002I0J82G,5
A31Z7DP1SRTCOI,B002I0J82G,4
A2AIGBTXUN7V5O,B002I0J82G,5
A1U13BU6OUUVXV,B002I0J82G,5
A1GVJE47UPRUNK,B002I0J82G,5
A3HNBLO0KIJVTS,B002I0J82G,3
A3V1A3C9DTLPME,B002I0J82G,5
A1F7NK5WB61KCB,B002I0J82G,1
AUQ40NHWXAYUF,B002I0J82G,5
A303IBWZ0QMZ9Z,B002I0J82G,2
A1AVANVFF4K9E0,B002I0J82G,2
A2CDKNR59EBOKA,B002I0J82G,5
AH9G89XB6BHEN,B002I0J82G,3
A1VO1ZUXG3PDNH,B002I0J82G,5
A10Y20962E8MCM,B002I0J82G,5
A1MQ0MYT3QLWC,B002I0J82G,1
A394C81V05JW2Z,B002I0J82G,5
A2HA1H6ZAGO9B7,B002I0J82G,5
A1N4PW6FTMBUSQ,B002I0J82G,5
A3LOAQX4DVQPCS,B002I0J82G,5
AM2PAP6COUV5J,B002I0J82G,5
A21EJWJOOH0DVA,B002I0J82G,4
A7N2829J6V5RD,B002I0J82G,4
A15PIAQT55GNCA,B002I0J82G,5
APWCOAVILK94B,B002I0J82G,5
A14G61W8DMEEVY,B002I0J82G,5
A2CNSTD6GS5P75,B002I0J82G,4
A21VLEVIU3WI1O,B002I0J82G,2
A3OLGBJ0HVLXRA,B002I0J82G,5
A1E13YT1L06VZY,B002I0J82G,4
A1QG3JF3CN7QFQ,B002I0J82G,5
A2JIBDS7NU574,B002I0J82G,5
AWUZM5SAHTO0Z,B002I0J82G,5
A3CBAO4J7B2AH1,B002I0J82G,5
A1S2AJOKAEC7YN,B002I0J82G,1
A2DSN4VNMYG5RJ,B002I0K3M0,5
A1BHPNNG1ZAHE0,B002I0K3M0,5
ATGHCRAAL3YE5,B002I0K3M0,4
A1NXWJ0UYOMQ8O,B002I0K3M0,5
A2I4O023M7BPOX,B002I0K3M0,4
A3KJLCR9WVIU5R,B002I0K3M0,5
A3PDYHA2GC9AW1,B002I0K3M0,2
A4A06YGM0DS17,B002I0K3M0,4
A42HIT7SJZNJG,B002I0K3M0,5
A2FBBAJDEPFEGG,B002I0K3M0,2
A2OT4VDS8QACNB,B002I0K3M0,5
AGE1D4SEBBB7Q,B002I0K3M0,5
A35GDF23QE6D1X,B002I0K3M0,4
AH7TXPXQVY7BI,B002I0K3M0,1
A1U74I9FWDMGEW,B002I0K3M0,4
A21V09X0R8ZLOE,B002I0K3M0,4
A138OCOYVN8ICU,B002I0K3M0,5
A3V6Z4RCDGRC44,B002I0K3M0,5
A32ZGK4SX98400,B002I0K3M0,5
A1F7XETXDDGRBE,B002I0K3M0,3
A3R1Y85ER0LCRC,B002I0K3M0,1
A2CIU6DW78E8XQ,B002I0K3M0,5
A1QNE83F588I4,B002I0K3M0,4
A1KZMSXC9JOI7Q,B002I0K3M0,3
A281ZPIZMJY8XG,B002I0K3M0,4
AYKOEZFVI4TGP,B002I0K3M0,4
A1MHB1HRR6VPEH,B002I0K3M0,1
AAU5M4X3I03RD,B002I0K3M0,2
A34T5CHT4UUL3Y,B002RWJQ5O,3
A364YUDLT1OJWH,B002V14VOC,4
A34NY4KZAXGRVV,B002V14VOC,4
A26VDJQOMEZ3GN,B002V14VOC,4
A3R0VBQ68Z555I,B002V14VOC,4
A2EICU0QSQ74OX,B002V14VOC,4
ADY901N4FC3ER,B002V14VOC,4
APBOK4TSKLX30,B002V14VOC,4
A26N27LJVQNVI1,B002V14VOC,5
A2FS9L59TD8CYS,B002V14VOC,4
A1FPJF346KEYU2,B002V14VOC,5
A18NCWBIHF6E7Z,B002V14VOC,2
A2LH1PE4DZYB2R,B002V14VOC,4
A1U1V83ZHRI6WJ,B002V14VOC,5
A36FPEHND5CW5P,B002V14VOC,5
A10J471BUE9LL7,B002V14VOC,4
ANBPTSRNY28BY,B002V14VOC,5
AYTOPJ4PLNCTA,B002V14VOC,4
ACUU754AGPOSV,B002V14VOC,3
A1QILTEA49YNPZ,B002V14VOC,4
A2D5QA90MQEFXT,B002V14VOC,3
A26RHSVFH4WF65,B002V14VOC,5
AEI298ZBB6022,B002V14VOC,3
A20C8LDQHZL56C,B002V14VOC,5
AKS8JNEZ9859I,B002V14VOC,2
AS6YGH35JLCPB,B002V14VOC,4
A3443SUQ5KMPL0,B002V14VOC,5
A1TV1DJS11RHMK,B002V14VOC,5
A3DXSB1X858KW7,B002V14VOC,3
A3ORWR9754FAFL,B002V14VOC,2
A7A9WVDCLLJSY,B002V14VOC,5
A1GSF8QT8YKW1G,B002V14VOC,5
AAN5097C2YVL0,B002V14VOC,5
A19U3RW5VR9U4Z,B002V14VOC,2
AX5CJ7EK7AH22,B002V14VOC,5
A3I4TRHT4G8V2D,B002V14VOC,4
A3VAJFVJMB8RI4,B002V14VOC,2
AVYRBFB8LKSZH,B002V14VOC,1
A3BGRXOXDW5T5H,B002V14VOC,5
A1Q45JLC7C0FMK,B002V14VOC,5
A3VSEPJ9258H89,B002V14VOC,1
A23MW5CPLTHSOV,B002V14VOC,4
A9JFFAK4JYBPL,B002V14VOC,3
A2OVSQQCIK55HF,B002V14VOC,4
A1LYN3ZK230TGE,B002V14VOC,4
A3BTBIV6N9BZFR,B002V14VOC,4
AMWWMWF70LLYW,B002V14VOC,5
A13UAIE3K517CQ,B002V14VOC,3
APGISR9VLHGY1,B002V14VOC,4
ABSSWAIOUZ67Y,B002V14VOC,5
A1SZ146MX0801F,B002V14VOC,4
A1WSWGB24SHX9L,B002V14VOC,5
ARRPKR5SYDIO3,B002V14VOC,1
A38LYZ8XVE60IS,B002V14VOC,1
A3FM1ADRN4FMKK,B0030T1UIY,1
A1EPQH2I9AU02F,B00332F1VA,4
A2KVP1EEPTU1V4,B00332F1VA,4
A1CVOF5PCMVHQI,B00332F1VA,3
A1QT50KUJZUGD7,B00332F1VA,4
A169CJ2NJQYIM6,B0037LTTRO,3
A159PYOV61GY9P,B0037LTTRO,4
A3J1T4IGQLKKMB,B0037LTTRO,5
AQHKWJU7YJKUL,B0037LTTRO,2
ANS2OWH7CK1M9,B0037LTTRO,4
A1V7M066XFKFEY,B0037LTTRO,2
ACKE7RAMWLVP7,B0037LTTRO,5
A3B40TOZEXBCDL,B0037LTTRO,4
A1IOTR3KTJHS8R,B0037LTTRO,3
A183Y4RINL91HJ,B0037LTTRO,3
A4G00QB65IQ72,B0037LTTRO,4
A26XRY6HE0VLUC,B0037LTTRO,4
A360QXKTMHPXNS,B0037LTTRO,5
A25Q7AO288ST4G,B0037LTTRO,4
A37P3IV8758KUL,B0037LTTRO,5
A7PCPA11C2WWO,B0037LTTRO,5
A2HG30Z3MMIKMI,B0037LTTRO,5
AVJZTDXQOT7LV,B0037LTTRO,5
AOUEAJC977VGZ,B0037LTTRO,5
A3PR0G4W5IMG9T,B0037LTTRO,5
AHI0LPNCXU70P,B0037LTTRO,5
A1T6XD1LCHBRRA,B0037LTTRO,2
A2218IYQ2S13RT,B0037LTTRO,5
A3PXPQPNJ0X61B,B0037LTTRO,4
AXUO5393RYPP2,B0037LTTRO,4
AI2DKI04BIWB9,B0037LTTRO,4
ANDVZIA4IVJBC,B0037LTTRO,1
A3C8RQQQV7H9CP,B0037LTTRO,4
A201V5V0GLSX57,B0037LTTRO,5
A2G44NES0MQOAC,B0037LTTRO,3
A2Q9CNJ4T6ZK99,B0037LTTRO,4
A2SJ5EMVIEG9HM,B0037LTTRO,3
A1TKDHV7V1QEI7,B0037LTTRO,4
AQ0KPAX7QXHE7,B0037LTTRO,4
A1RQHKZY4DHEJY,B0037LTTRO,3
APHHB2I3CGNJE,B0037LTTRO,5
ALTD3G36MJTGO,B0037LTTRO,5
A27PPRSOP91J1B,B0037LTTRO,4
A2P3IODT8AS365,B0037LTTRO,4
A1CF6TMGON7WNB,B0037LTTRO,5
A2XT8C2ASRLF2M,B0037LTTRO,1
A16ML7RAVORR8X,B0037LTTRO,4
A288FM9SUX0CEX,B0037LTTRO,5
A177MM97DQSB99,B003B3V0MA,5
A20JT0PEIB7S3X,B003ICGL7I,1
A2JZD09DKQ0SXI,B003ICGL7I,2
A2H1UKS9Q4DC59,B003ICGL7I,4
