A2HLOMXD15UQ5F,"{2509: 5, 291734: 5}"
A2A2V2RPYP45Y3,{20066: 5}
A2AI4Q6FVDR442,"{20066: 1, 75561: 5, 101998: 5}"
A3IGJHZ20C3WNC,"{20078: 4, 45599: 5, 381507: 4, 397289: 4, 513314: 4}"
A1NY9UAETLM5LI,"{20090: 5, 45844: 3, 74766: 4, 102006: 5, 204093: 2, 210053: 4, 219259: 2, 257094: 5, 262657: 1, 289774: 5, 292672: 4, 306898: 5, 348325: 4, 363330: 5, 380530: 3, 387547: 5, 390580: 5, 445622: 5, 463574: 4, 471214: 5, 474434: 5, 476749: 2, 485647: 4}"
A2HNATQVRE0IDS,{20090: 3}
A14YD791SUV4OL,{20097: 4}
A22ZCITYM6B9PK,"{20098: 5, 440584: 5, 522512: 5}"
A291GBFZRA1UU1,{20128: 5}
A4LXD67XWO2BS,"{20143: 3, 289644: 5, 456331: 4}"
A20MEQGP5HGMX5,"{20176: 4, 27748: 3, 193811: 2, 197752: 4, 329478: 3, 372174: 5, 392114: 5, 418164: 1}"
A28GXQC3AOKLOU,{20178: 4}
A1KXK6XRN01PC,"{20185: 2, 177559: 2, 340938: 5, 370775: 1, 500872: 5, 523515: 2}"
A21UR1U0KB5JRP,"{20244: 1, 48973: 3, 88378: 5, 91393: 5, 113979: 5, 257094: 5, 456481: 5, 489789: 5, 519066: 5}"
A37LW5GRJ329KR,"{20244: 5, 156920: 2, 453072: 3}"
A1V6KH6GOHJOMS,"{20248: 5, 96972: 5, 187716: 5, 509556: 4}"
A2GFNV5CTMKB97,{20255: 4}
A3BTPTSHF7OW5J,"{20292: 5, 211850: 1}"
A3P4K4KB97BIXN,"{20294: 5, 218307: 5}"
A25NPCE9NQNE8U,{20298: 4}
A3H9METI92S35Q,{20300: 5}
ANCU7XI9D89TX,{20300: 1}
A1A06LUDWU4HQZ,{20321: 5}
A3VPXIFG3AF6IC,"{21211: 5, 211004: 5}"
A1BFTFA6BZLVG6,"{21212: 5, 134965: 5}"
A3R323OVZ5O3N6,{21212: 5}
A338ZDA3I0KOQM,{21212: 5}
A2GN61IT75FCMV,"{21214: 2, 124463: 1}"
A1YJPOE3CA1R65,{20411: 5}
AMFSWW7SMEOS8,{20411: 4}
A3D6C4F773VX0H,{20452: 2}
A3LHPHV8G39GH6,{20481: 4}
A35IF7S6LKXKOZ,"{20481: 3, 388651: 5}"
A18XK0VCLXYSHM,"{20505: 4, 249557: 4, 262651: 3}"
AILL1KV8LO341,"{20505: 5, 44874: 5}"
A2PG89UEK1P7O4,{20557: 5}
A3D6P10CF8C62B,{20570: 5}
A223BUFJJNP5RP,"{20590: 4, 259019: 4, 462314: 5}"
A367GLU2QL7LQ3,{20598: 5}
ABJFU39257TJ3,{20607: 3}
A1Y56FJ9Q7LL1E,{20616: 5}
A1VH3FR9W9TNXW,"{20616: 5, 31212: 5, 36657: 3, 164575: 5, 477687: 5}"
A10ENEG3ZNYZAP,{20632: 5}
A1GP5BDT0VWF0K,"{20656: 4, 167945: 3}"
A1NAJO59LGTWM,"{20680: 5, 29920: 5, 77533: 5, 120456: 5, 123745: 5, 151379: 5, 167724: 5, 216917: 5, 248768: 5, 251154: 5, 279301: 5, 293221: 5, 332306: 5, 485228: 5, 502864: 5, 522675: 5}"
AY6BX2Q7Z5GKV,{20684: 5}
A2O60QZ0IWEMXT,"{20703: 4, 212426: 5, 309258: 5, 322880: 4}"
APL91PZQTIXRP,"{20703: 1, 117663: 1, 227896: 1, 266207: 1, 298017: 1, 409455: 5, 482287: 1, 505815: 1}"
A39DEOP143386Y,"{20717: 4, 202565: 5, 448665: 5, 462314: 5}"
A3MJPW7JQRH9HU,"{20762: 5, 52514: 5, 148872: 4, 149429: 5}"
A1Z9978CO2NLSC,{21238: 5}
AY9XWUL1561B8,{21238: 5}
A3BRC8NLQDNB6S,{21238: 1}
A3OHRZ4YVM75PK,{20783: 3}
A2W55KDIE9EVR0,{20838: 4}
A2KWXV684FZQOJ,{20838: 3}
A3UTD0B92XHJT5,"{20851: 2, 38315: 5, 92841: 5, 204473: 3, 230420: 4, 396376: 1, 408425: 5}"
A3B1EOQCGEYT8P,{20856: 5}
A3TFING1V04NUM,"{20871: 5, 69319: 1, 354554: 1, 474563: 5}"
AKHR2TEXRPTQ,"{20871: 5, 23532: 5}"
AHX8K8X4RWP6V,{20897: 2}
A2RT6QCGQ6Y7Z7,"{21251: 1, 261786: 2, 514340: 4}"
A18WWKFGXN6WPP,"{21252: 5, 179269: 5, 385696: 5}"
ABG8A1AWV2D21,{21267: 1}
A1R8DMSQDZDWJP,"{21270: 4, 24748: 4}"
A1X8VY8MV062CM,{21270: 5}
A1FSFYP29DRI4L,"{21270: 4, 91284: 5, 167770: 4, 201154: 4, 358429: 5, 471717: 1}"
AYMA6XD6HYA7V,{21270: 4}
ALWKIL4SEM7V7,"{21270: 3, 190146: 2, 222585: 5, 242370: 5, 266019: 4, 343994: 5}"
A3GS8BJ51L0PNO,{21270: 5}
A29BDFO26ZEITL,"{21270: 3, 238734: 5, 251664: 5, 269457: 5, 490306: 5}"
AUA8FUSKGVO8I,"{21293: 5, 29220: 5, 48731: 5}"
A128U5GS2QOU1N,{23648: 5}
A30EDU3FZKAWR1,"{21300: 5, 267211: 5, 492947: 5}"
AFD1E17OJTYEZ,{21324: 4}
A23O9WCKXAMPJS,"{21325: 5, 76847: 5, 297223: 5, 331308: 5}"
A2WKNMP58J3RYZ,"{21332: 3, 71576: 4, 111861: 5, 185875: 4, 299951: 5, 373311: 4, 381729: 4, 410134: 4, 460080: 4}"
A35PU6DDT4SJXK,"{23664: 5, 81984: 5, 103037: 4, 111182: 5, 268593: 5, 483687: 4}"
A2AC6TIUI1ZYSS,"{21376: 5, 226514: 5}"
AMZU4QDYEER9O,"{23686: 5, 452057: 5}"
A1S5DYJDCZ6NJZ,"{21444: 5, 44657: 4, 103650: 4, 116069: 5, 120179: 3, 148060: 5, 155967: 5, 174033: 5, 231972: 4, 354991: 4}"
A3BPBWAD988M4T,"{21454: 4, 48080: 4, 511730: 5}"
A2C4IEEEB6YJNL,"{21511: 5, 69815: 4}"
A1VZT4EJ4E0VTU,{21522: 5}
AGO3Q74ZBDIG4,"{21544: 5, 27554: 4, 90119: 5, 190108: 5, 428878: 5, 433938: 5}"
A116F38LCXZ3RD,"{23713: 3, 200284: 5, 320661: 3}"
A248JAM37N0WMT,"{21552: 5, 413099: 4}"
AMGDS7XSXSSJM,{21574: 4}
A13TFMEZ4U5DCC,{21588: 5}
A2LDG4KIIA67EF,"{21588: 5, 177000: 5}"
A3IJVIFV8B7KL6,{21634: 5}
AGY4NPBLW3QHM,{21639: 4}
A3LTPM1X8W63M0,{23732: 1}
A2NS7O68DCSF8J,"{23733: 5, 52801: 5, 97795: 5, 218629: 5}"
A31ANTFU15QFH1,"{21646: 5, 74089: 4, 211408: 4, 475891: 5, 505323: 5}"
A393VYCJ5XPGKK,"{23736: 3, 326469: 3, 358288: 4, 363302: 5}"
A119F4DX5T60DO,"{21672: 5, 50463: 5, 286943: 4, 336379: 5, 412497: 5, 434246: 5}"
AA8JL5C59AWSA,"{21675: 3, 101354: 1, 306112: 5, 497941: 3}"
AZY3M15ILER0C,"{21675: 5, 27323: 5, 30715: 5, 105148: 5, 144611: 5, 259199: 5, 272821: 5, 282430: 4, 293990: 5, 334570: 5}"
AZM6BOWVNUW8Z,{21675: 5}
A1Q7Z8SC2OSAIW,"{21675: 4, 227517: 4, 459150: 5, 469095: 5}"
A379D0HHJTJT6D,"{21675: 5, 252679: 1, 284036: 1, 303011: 5, 478933: 5}"
A1M9V2NP538U9H,{21675: 2}
A3CPJF2F3Q7JB6,"{21725: 4, 209210: 5, 368959: 5, 467129: 5, 487950: 5, 506262: 5, 520688: 5}"
A2TDVC6EKMFWJZ,"{21728: 4, 58391: 5, 140566: 5, 161421: 5, 200952: 5, 248112: 5, 352646: 4, 439070: 4, 460733: 5}"
A7Z9AWFJ9XULQ,{23754: 5}
A2AR6LXP8NUG9O,"{23754: 5, 37060: 5, 145092: 4, 291931: 1}"
A1YOM2CMCXLZV7,"{21771: 2, 90971: 5, 447369: 5}"
A0681718AYQS7TP7NP7K,"{23763: 5, 118813: 5, 184373: 5}"
A1K2JQ1ZAZ8CU1,"{21800: 4, 101354: 4, 137516: 5, 363286: 4, 415679: 5, 419051: 5}"
A32YPF5VXXQ9I,"{21845: 3, 117663: 4, 135239: 3, 297341: 1, 525459: 4}"
A3R1ZXN32447XD,"{21861: 5, 426137: 5}"
A1L9J9E25FJBKJ,"{21887: 5, 22920: 5, 38526: 5, 78825: 5, 83527: 5, 105395: 5, 106610: 5, 110542: 5, 125117: 5, 167976: 5, 198677: 5, 206407: 5, 214906: 3, 258745: 5, 282681: 5, 305832: 1, 374783: 2, 410596: 5, 452392: 5, 487298: 5, 490686: 5, 492640: 5, 508678: 4}"
A3PDGH7BIP0AIT,"{21892: 5, 31980: 5, 34667: 5, 195398: 5, 445685: 5}"
A2OZYSD9FP9UGA,"{21906: 1, 413821: 5, 452114: 4}"
A2F6WP5IHBUMIN,"{21946: 5, 173303: 5, 427493: 4, 467371: 3}"
A3BWDXITS5GJ86,"{21948: 5, 105697: 3, 171414: 5, 211559: 5, 253475: 1, 265801: 4, 360749: 5, 402416: 1, 439070: 5, 462886: 1, 497512: 5}"
ATFWU4WSZ38BF,{23784: 4}
AIWES6KOJFFIT,{23786: 5}
A1H0VNARZY29Q9,"{23786: 4, 171731: 1, 206509: 5, 263443: 1, 346970: 5, 373451: 5, 378689: 3, 428753: 5, 428849: 4, 434340: 5, 436811: 4, 517993: 3}"
A31RWCOWDW50QE,"{23786: 4, 258071: 5, 367792: 4}"
A1FW8JUZNP5KKZ,"{23786: 4, 87026: 1, 124122: 4, 216408: 1, 258038: 5, 289311: 1, 318447: 5}"
A8TYTHEPTVXZ0,{23786: 4}
AIJZ7NBIRHRW9,"{23786: 5, 47649: 5, 51264: 5, 52309: 5, 69218: 5, 126779: 4, 140755: 5, 180483: 5, 248804: 4, 258370: 1, 311078: 5, 344536: 5, 424289: 5, 448133: 5, 454672: 4, 481069: 2, 511267: 5}"
A3DCI84F4W4IZV,{21956: 5}
AK698HK4CBQ1X,"{21959: 4, 79964: 5, 122366: 4, 161529: 2, 161938: 5, 255537: 4, 277095: 4, 297734: 5, 318932: 4, 334458: 4, 432703: 5, 444450: 4, 444759: 4, 445342: 5, 456810: 4, 458526: 2, 463773: 5}"
A3CWREML49XCX,"{21964: 2, 49292: 4, 76298: 2, 76792: 2, 89206: 5, 181527: 5, 258462: 4, 270608: 5, 387333: 5, 462728: 3}"
A1CCL1OADABE1E,"{21964: 5, 182645: 4, 257094: 5, 403759: 1}"
A58M4X0UKGV1P,{21964: 5}
A245858Z13GQJB,{21991: 3}
A1CQNE533ACYTA,"{22035: 4, 278745: 5, 294672: 3}"
AAGLBNAW650NW,"{22048: 5, 82206: 1, 248489: 4, 261549: 5}"
AD3OYHT18PWNX,"{22081: 1, 344982: 4, 506414: 4}"
A1LX3Y6AT0GIF3,"{22160: 5, 257199: 5}"
A2CRUS89U4CR3,{23801: 4}
A2OALAQ4D0IQ43,"{22170: 5, 49666: 5}"
A23ZNQI0RENMGQ,"{22193: 5, 182960: 5}"
A2U2XA70ICB1N5,{22193: 5}
AHX5GFLOEOHHH,{22193: 3}
A3IBAN8GES40NY,{22203: 1}
AIQ9WCVA2AK5K,"{22225: 5, 86165: 5, 169096: 2}"
A2YDF67P4A0693,"{22225: 1, 237431: 5, 447842: 5}"
AJLG1NUA8IZ1J,"{22235: 1, 280105: 1}"
A2L3PXRXIOJOUA,"{22304: 4, 89206: 5, 138102: 5, 213136: 5, 291581: 1, 454697: 5, 456003: 3}"
A2TQ4B0UCBFFS0,"{22312: 5, 127991: 4}"
A140H3QLSZL1NG,"{22312: 5, 204015: 5, 271052: 5}"
A2THK4LTZ1EMCJ,"{22312: 5, 24670: 5, 59903: 5, 72612: 5, 98625: 5, 104457: 5, 105091: 2, 127688: 5, 141468: 5, 156362: 5, 180339: 5, 195976: 5, 211999: 5, 212868: 5, 227541: 5, 241411: 5, 246922: 5, 251081: 5, 285064: 4, 290731: 5, 316860: 3, 324677: 5, 325073: 5, 332665: 5, 340174: 5, 340591: 5, 387731: 5, 406077: 5, 433494: 5, 433968: 5, 445901: 1, 448100: 5, 481879: 5, 514340: 5, 514654: 4, 524651: 5}"
A39JE276QAJ45A,"{22312: 5, 102155: 4, 206133: 4, 209011: 5, 389474: 5, 409952: 5}"
A1EHVIXV4SPMXV,"{22351: 5, 33064: 5, 49843: 5, 143611: 3, 203878: 1, 236277: 4}"
A3K5M4Z16DR9HG,"{22389: 5, 127903: 3, 204505: 5, 225426: 2, 267410: 5, 356034: 5, 423868: 1, 492817: 5}"
A1G7V7PAY2CKR9,{23821: 4}
A2PMHOUNWL1M6L,"{23821: 5, 213542: 5, 379889: 5, 507473: 3, 510153: 5}"
AX7BWQKCX99AZ,"{22405: 5, 138084: 5}"
A1A7Y8YME6OU6W,"{22411: 5, 437885: 5}"
A40J7IG2OEXVZ,{22493: 4}
A1ILIVQ7F7Y5NP,"{22493: 3, 384881: 3, 473606: 3}"
A2V3430I3SHJ5,"{22557: 1, 123309: 3, 158480: 1, 297928: 1, 495777: 4, 516236: 5}"
ABE1RSQGZMUKA,{22570: 4}
AG2C2G474SV1I,"{22570: 3, 40453: 4, 104015: 5, 172273: 5, 257283: 4, 303015: 5, 398149: 5, 501361: 4}"
A1LWU4HTYHNDAV,{22570: 5}
A7M23Z9GPFTXQ,{22570: 5}
A1IZKGHD94HTJ0,{22570: 4}
A2H8IJVQNF2QCG,"{22570: 2, 259199: 4}"
A1UMKNW28F0709,"{22570: 4, 96972: 4, 344715: 1}"
A20NK9EQQJOMAV,"{22591: 4, 27826: 3, 51159: 5, 107631: 5, 125619: 4, 147416: 5, 152761: 5, 183201: 4, 243413: 5, 311837: 5, 321753: 5, 323403: 4, 326932: 3, 358658: 5, 363936: 5, 390359: 5, 471755: 5}"
A3D1A0YHTT0E9G,"{22595: 1, 75088: 5, 83137: 5, 159413: 4, 206834: 4, 349492: 5, 415989: 5, 445428: 5, 448187: 1}"
AR4QL5KGRDYZ8,"{22595: 4, 198029: 3}"
A29MR5NJNK8R9N,"{22595: 5, 104145: 5, 114670: 1, 135173: 5, 163921: 5, 184618: 5, 198772: 5, 214236: 5, 248530: 5, 281946: 4, 336593: 5, 340087: 5, 381730: 5, 410132: 5, 466580: 5, 486347: 5, 511585: 5, 513153: 5}"
A1R0QLQGWHUJT9,"{22605: 3, 228126: 4, 516570: 4}"
A2HNGHP68RV0K5,{22617: 5}
AFSHAVCYUXK5A,{22661: 5}
A1QD417C9CVFP7,"{22668: 4, 434925: 3}"
AL6U4MD09NDAW,"{22668: 4, 257232: 4}"
A1IMMDOKS7GCT1,{22668: 2}
A1Y56EUXPGL1RG,{22683: 1}
A34VQUZ72UPZTY,"{22703: 4, 43087: 4, 262969: 1, 414999: 5, 507779: 5}"
A1O6TO19JMA3J0,{22717: 5}
A1KBU4AVSD3QMC,"{22758: 5, 94016: 4, 292934: 4, 298273: 5, 303753: 3}"
A2RKH0ZPUXM34F,{22775: 4}
A640CC830XA,"{22792: 5, 27153: 5, 40456: 4, 98625: 5, 109422: 5, 199516: 5, 241120: 5, 246430: 5, 258462: 5, 481879: 5, 486715: 5, 503871: 5}"
A3U4OJC6B7R1LC,{22855: 5}
AW380N4KAQ122,"{22855: 1, 204015: 5}"
A1KJ284F7YKB9I,{22894: 1}
A17JJ0Q0LMZXIW,"{22909: 1, 229237: 4, 363976: 5}"
A3C4RGG5BWBDZ6,{22918: 1}
A3NP25SYKRSE2H,{22956: 5}
ANMU01VJPQMZB,"{22956: 5, 186254: 5}"
A2YK52CEAZS31N,{22956: 5}
A3VOEIAK39TJO1,{22963: 5}
A4OGY1RQUYEZQ,{22963: 3}
A25WOAEMB5EHV5,{22963: 1}
A2S40XVDY5AGAP,{22963: 1}
A1VXWC6PCL9GYK,"{22963: 5, 152314: 5, 169420: 1, 242427: 2, 377433: 3, 460481: 5}"
A2TYOGQFAN6WSG,"{22963: 5, 86552: 5, 189793: 1, 252867: 5, 263148: 5}"
A2XNAWRSNQ3PLN,"{22963: 4, 210387: 2}"
A1JIQY59KLG4ZM,"{22963: 4, 146647: 5}"
AH0I2RZ866WJ6,{22963: 5}
A1QZPKT2F2SYSM,"{22963: 3, 50195: 1, 143851: 4, 157060: 4, 366976: 1}"
A654CSZ7LG1BC,"{22963: 5, 81487: 2}"
A2ZPWEEPG9FLQ4,{22994: 1}
A2V3KF21FECUK2,"{22996: 5, 31224: 2}"
AKW0087VLZLAT,"{23075: 5, 67709: 5, 89781: 3, 120641: 5, 173090: 5, 247693: 5, 296302: 4, 492091: 4}"
A19KLICMK7Z4A9,"{23075: 5, 249554: 5}"
A30YQZ84BGB52H,"{23075: 5, 151857: 2, 301527: 5}"
A15V1DG01PNRUC,{23099: 1}
A1G0YMQMUQUS8A,"{23108: 5, 172233: 4, 338539: 5}"
AK3D1F2TEULT0,"{23110: 5, 27898: 5, 43785: 5, 66979: 5, 82333: 1, 99574: 5, 111590: 5, 189814: 5, 257094: 5, 277133: 5, 318782: 3, 431781: 5, 480570: 5, 500132: 5}"
AXB01ENYBECL1,"{23110: 5, 98720: 5, 164900: 1, 316295: 1, 408263: 5, 435370: 5, 482379: 5}"
A23WR8B0Q1PF75,"{23110: 5, 208452: 5}"
A362G3MZRAERFI,{23116: 5}
A1CJRRMMK0QK6S,"{23133: 5, 268458: 5, 282406: 5, 525943: 5}"
A1A98NZHIVAJK5,"{23134: 5, 89019: 5, 100982: 5, 107131: 5, 128521: 5, 130615: 5, 136093: 5, 183955: 5, 199918: 5, 207215: 5, 225374: 5, 253952: 5, 261957: 4, 269980: 5, 337587: 5, 476171: 5, 493531: 5}"
A1LFGNUK4U8U2C,"{23278: 3, 88274: 5, 148886: 5, 263713: 5, 332967: 4, 447743: 5}"
A3ARD2CAOCIFJK,{23278: 5}
A7R7MZ6N7KNTD,{23295: 4}
A1CMR9Z2WSDYQZ,{23297: 5}
A6JWGU01LRHCX,{23324: 1}
A2X9RY730HOOTS,"{23342: 5, 325381: 2}"
A1BFLZQ53K6H4U,"{23342: 4, 453072: 3}"
A32OEMFA0GIA15,{23342: 2}
A1O0KC7FQVUEW0,{23342: 5}
ADSL9QVBI9GTU,"{23351: 4, 350415: 2, 424742: 4}"
A39OCUIGEH8AW,"{23371: 5, 81515: 5, 306925: 4}"
A3L78AM1LKAW85,"{23377: 5, 454717: 5}"
AE3QIMULKNMWT,{23402: 5}
A2NLO6O80A4QE8,"{23412: 3, 494491: 5}"
A3RAALV0B5Y1RS,"{23425: 1, 73138: 2, 91982: 5, 283409: 3}"
A1EP6PS97G42GZ,"{23434: 5, 113249: 5}"
A2FGEFQOHZ85KV,{23446: 5}
A1KP45J4CDZNXL,{23446: 4}
A3MDKNI9CBU65P,"{23523: 5, 68193: 4, 260089: 5, 439427: 5}"
A2F96HF9MQFILF,"{23552: 4, 278052: 4}"
A10E4KGQIO9M97,"{23572: 5, 390418: 5, 462314: 5}"
A152YJTPX4IMBR,"{23578: 1, 361358: 5, 371196: 5}"
A3C7130XJM2LMD,{26261: 5}
A27Q1LRDZK3C76,"{26261: 3, 36961: 5, 87026: 2, 223935: 3, 299606: 4, 365066: 4, 378126: 3, 394097: 3, 401758: 4, 438733: 3, 486080: 2}"
A71A027BTGVZP,{26275: 5}
AS483YHFOFYMA,"{26275: 5, 459830: 5}"
A3DAO0SCQLAV9D,"{26296: 5, 168629: 4}"
A1BWODGHK1PU1G,"{23928: 5, 164059: 2, 253524: 5}"
A1S48T9PMIBIT3,{23928: 1}
A1YFIVZ1V4RKVM,"{23932: 4, 179396: 5}"
A1SULDBCDVJLHA,"{23933: 5, 131975: 3}"
A3VDLTGAO8J6LT,"{23936: 5, 169420: 5, 238545: 4}"
A2IW5P1NA5EK60,"{23941: 3, 121442: 5, 119468: 5, 150888: 5, 187410: 5, 278745: 5, 287455: 5, 295681: 3, 305508: 4, 310757: 5, 348167: 5, 365085: 4, 439070: 5, 454551: 5, 483448: 3}"
A2QI542MTX6RDU,"{23941: 4, 98670: 1, 153608: 5, 163886: 5, 251134: 5, 366002: 1}"
A1NLGYUHS3Y3OM,{23945: 5}
A69OM3R7XJHHC,"{23957: 5, 48530: 2, 132732: 5, 243260: 4, 258486: 4}"
A1T921SC72JMK9,"{23972: 5, 42598: 4, 43159: 5, 85759: 5, 103913: 4, 121631: 5, 156238: 5, 156598: 5, 195730: 5, 408494: 4, 518754: 4}"
A23T01DAIJTKDC,"{24008: 5, 430839: 4}"
A1JVM2ZW8YXKJ7,"{24013: 1, 110889: 5, 176822: 1}"
A6Q36PUFE8GMO,"{24072: 5, 31033: 4, 82477: 5, 94005: 5, 219590: 5, 225827: 5, 287203: 3, 335676: 5, 353265: 5, 373200: 5, 386902: 4, 399789: 5, 436379: 5, 436437: 5, 464647: 5, 492942: 5, 514531: 4, 518320: 5, 524068: 5}"
A1WT58X6GL6E68,"{24078: 5, 24503: 4, 198697: 5, 447372: 4, 486839: 2, 500936: 5}"
A2TO14UMXNTVBP,{26360: 3}
A192KD6OBQYK2E,"{24119: 5, 166242: 5, 232183: 2, 244142: 4, 300482: 4, 517171: 4}"
A12R1Y62ZJ1N8P,"{24148: 1, 522749: 3}"
A27PDHBY52IWYR,{24148: 4}
A12N07XJ7CBHAI,{24148: 4}
AB1T8KBOSHZ5F,"{24178: 1, 56816: 4, 79964: 3, 212786: 4, 213903: 2, 297484: 4, 374400: 4}"
A2OTZ8OCSTAWOE,{24204: 1}
A37W6OL1Q2382R,"{24210: 3, 290697: 4}"
A15JXXLC69K3UY,"{26381: 4, 34395: 3, 51184: 5, 73883: 5, 80530: 5, 126733: 1, 145104: 5, 203231: 5, 281410: 5, 284008: 4, 338094: 5, 428198: 5}"
A35DQKSX5QDIWO,"{24252: 3, 32834: 5}"
A2YWFT2IEAJPJY,"{24252: 2, 32289: 2, 103756: 1, 127291: 5, 249319: 2, 250958: 5, 405246: 5}"
AFUAW943CFIKM,{24252: 4}
A3ARHEG28L6Z9G,"{24252: 5, 116719: 4, 300149: 5, 373059: 3}"
A12XKNLUGB1F3T,{24277: 4}
A3HFR8OIYH1LOP,"{24283: 5, 455051: 1}"
A1C80KO0L5I0IZ,"{24293: 3, 171935: 4}"
AO2VFGOH3QZBG,{26395: 5}
ADJ4KMN1D5UY7,"{24327: 5, 455638: 5, 498417: 4}"
A39IPX91QTUFSZ,"{24327: 2, 144740: 5, 258462: 4, 326085: 5, 378818: 5, 391160: 4, 401549: 5, 408417: 5, 522851: 5}"
A2A61QJ7TRXI53,{24376: 4}
A3MD0UPY739S9S,{24376: 4}
A1H9ZEKI4FSSL5,{24376: 5}
A3FVFR33GC1I2S,"{24376: 5, 161529: 5, 201079: 5, 344715: 4, 500587: 5}"
ANFSNHFMCBRDY,{24402: 5}
A1KM9W14Q8L01A,"{24443: 5, 381226: 4}"
A3E4DY40RV0C08,{24444: 5}
A2U1EJGH4AO334,"{24543: 5, 426447: 4}"
A3TSDEWPEV9F7H,{24567: 2}
AITKFXHLRRUS3,"{24583: 5, 298513: 5, 317201: 5, 324937: 5}"
A3282RHF2SS3TX,"{24609: 3, 500100: 5}"
AG4YH7ADMEA01,"{26427: 5, 307454: 1}"
A1FL38J9PC6QTY,"{26427: 4, 171395: 4}"
A11IZURY1CSA5,{24646: 5}
ANFQLYMDE011F,"{24656: 5, 203879: 5, 259199: 5}"
A2HXHDCO56BDBU,"{24657: 5, 74764: 5, 513881: 5}"
A1S5ONXMX5SQXQ,"{24668: 5, 97561: 4, 321453: 5, 409479: 2, 426666: 5}"
A5G35N4CMNM5E,"{24670: 5, 410596: 5}"
A1CWC0AST4JJVW,"{24670: 3, 45639: 5, 243767: 4}"
A3LX9BLZBSBKID,{24670: 1}
A2D2S8SP8KTPFN,{24670: 5}
A1282N0E7VXGL2,{24670: 5}
A3M2KVJX7ZJAL1,{24670: 5}
A300DZ8VXU425K,"{24670: 3, 191836: 5, 265265: 5}"
A352H7KDUGUPI4,"{24670: 1, 65655: 5, 180483: 5, 212881: 5, 326337: 5, 361530: 5, 390191: 5, 429732: 5, 523778: 2}"
A2CUWSCCQMY9BK,{24670: 4}
A1B34RC91YST90,"{24670: 5, 74034: 5, 138840: 5, 317370: 5, 442180: 5}"
A8LB5WGRCSUYO,"{24675: 4, 218293: 5}"
A2DOLYDQW5IADY,"{24675: 5, 83699: 5, 120297: 5, 385065: 5, 434834: 4, 466487: 3, 524416: 4}"
AH6KVMKVVB5ED,"{24675: 5, 130693: 5, 138326: 1, 251743: 5, 282705: 3, 353782: 5, 356020: 5, 364392: 5, 400337: 4, 427685: 5}"
A1M94XB8Q8VSGW,{24675: 5}
A1VAKCLM8YBJQL,{24675: 5}
A1M63TVT8KIRX3,{24675: 5}
A38TTZ9NRWHMI8,{24681: 2}
A3CWQJJQE8UMQH,"{24717: 5, 29796: 5, 75138: 5, 484215: 5}"
ALTR05A8SI16V,"{24748: 5, 49592: 5, 52906: 5, 84497: 5, 113577: 5, 126330: 5, 192443: 5, 282842: 5, 312354: 5, 321678: 5, 344094: 5, 375931: 5, 383439: 5, 430860: 5, 437303: 4, 446820: 5, 487283: 5, 525887: 5}"
A3RX46BGY3LLE5,{24748: 1}
A1N7ES8S4XDW74,"{24749: 2, 286425: 5, 379267: 5, 470479: 5}"
AGPTJ6WALVEC1,{24753: 1}
AH8EZEW0OZTER,"{24755: 5, 109176: 5, 400131: 5}"
A2KKGYHYZ2Y55T,"{24761: 5, 30448: 5, 61747: 5, 66305: 5, 86149: 1, 104873: 5, 186298: 3, 232615: 5, 318554: 5, 321907: 5, 356198: 5, 393332: 5, 413435: 1}"
A238GAV7A3F420,"{24772: 2, 252862: 1}"
A37187ZFJZKUPY,"{24775: 5, 204140: 5, 247705: 5, 431941: 5, 489609: 1}"
A2SN7X6NMSOM0W,"{24775: 4, 190167: 5, 455940: 5}"
A1RKKC4O1EEOIW,{24777: 4}
A2DOHONANA0TCQ,"{24777: 5, 138627: 3}"
A3PDNT06Y3UR9B,{24809: 1}
A2DYFCRW1IWDNC,{24809: 4}
A1XE5M8CGYNGL5,{24816: 5}
A1UQ8YATJ6LUFA,"{24817: 4, 83005: 3, 107760: 1, 181132: 2, 199547: 5, 209369: 1, 211948: 5, 227787: 5, 262886: 5}"
A3ERQT8ZKBJKN8,"{24842: 5, 222526: 5, 498182: 1, 509843: 1}"
A3BPG5379478FM,"{26444: 3, 304809: 5, 517909: 5}"
A2BJ3WHT0H5KHS,{24869: 1}
A42VLC28SR3JH,{24885: 2}
A11LNLM2AJUJKH,{24885: 5}
A1YKHLXJD2LV0H,"{24885: 5, 249253: 5}"
A39UE0I0UG0PG0,"{24930: 3, 166805: 5, 408197: 5}"
A1TXEGO7534S83,"{24930: 5, 28539: 4, 38643: 4, 41387: 5, 62019: 3, 69463: 5, 184037: 5, 193452: 5, 257094: 5, 292506: 4, 301680: 5, 319674: 5, 375082: 5, 408966: 5, 409473: 5, 481879: 5}"
A19A2458IBGTTU,"{24930: 4, 166805: 5, 251081: 5, 373742: 3}"
A21ZNF8DZMNML8,"{26449: 4, 291343: 4}"
A11D5WWY5HT53P,{26449: 5}
AVGUSD5JI3KHM,"{26449: 4, 362524: 5}"
A23U2HCZ36SZTV,"{26449: 4, 185746: 5}"
A2J3TV6YLNXJXB,{26449: 5}
A37FJBTXQSOR8,"{24980: 5, 61624: 1, 128121: 1, 161329: 5, 216830: 2, 271772: 2, 455435: 3, 490006: 4}"
AKDY9WEP6P2YH,"{26452: 5, 234229: 4, 409250: 5}"
